line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L018,S018,59800,63633,00:00:59:24,He did not have money to buy a new axe.,新しい斧を買うお金もありません,No tenía dinero para comprar una hacha nueva.,Ele não tinha dinheiro para comprar um machado novo.,Ia tidak punya uang untuk membeli kapak baru.,새 도끼를 살 돈도 없었습니다.,Yeni bir balta alacak parası yoktu.
L019,S019,63633,67300,00:01:03:19,Then the quiet water began to glow.,その時 静かな水面が光り始めました,Entonces el agua tranquila comenzó a brillar.,Então a água calma começou a brilhar.,Lalu air yang tenang mulai bersinar.,그때 고요한 수면이 빛나기 시작했습니다.,Sonra sakin su parlamaya başladı.
L020,S020,67300,70833,00:01:07:09,The woodcutter looked up in surprise.,木こりは驚いて顔を上げました,El leñador levantó la vista sorprendido.,"O lenhador levantou o rosto, surpreso.",Penebang kayu itu mendongak dengan terkejut.,나무꾼은 놀라서 고개를 들었습니다.,Oduncu şaşkınlıkla başını kaldırdı.
L021,S021,70833,75067,00:01:10:25,A beautiful fairy came out of the water.,水の中から美しい妖精が現れました,Una hermosa hada salió del agua.,Uma linda fada saiu da água.,Seorang peri cantik keluar dari dalam air.,물속에서 아름다운 요정이 나타났습니다.,Sudan güzel bir peri çıktı.
L022,S022,75067,78633,00:01:15:02,The fairy held three axes.,妖精は三本の斧を持っていました,El hada tenía tres hachas.,A fada segurava três machados.,Peri itu memegang tiga kapak.,요정은 도끼 세 자루를 들고 있었습니다.,Peri elinde üç balta tutuyordu.
L023,S023,78633,84967,00:01:18:19,"A gold axe, a silver axe, and the woodcutter's iron axe.",金の斧 銀の斧 木こりの鉄の斧です,"Un hacha de oro, un hacha de plata y el hacha de hierro del leñador.","Um machado de ouro, um machado de prata e o machado de ferro do lenhador.","Sebuah kapak emas, sebuah kapak perak, dan kapak besi milik penebang kayu.","금도끼, 은도끼, 그리고 나무꾼의 쇠도끼였습니다.","Bir altın balta, bir gümüş balta ve oduncunun demir baltası."
L024,S024,84967,87633,00:01:24:29,Is this your axe?,これはあなたの斧ですか,¿Es esta tu hacha?,Este é o seu machado?,Apakah ini kapakmu?,이것이 당신의 도끼입니까?,Bu senin baltan mı?
L025,S025,87633,90900,00:01:27:19,But the woodcutter shook his head.,しかし木こりは首を横に振りました,Pero el leñador negó con la cabeza.,Mas o lenhador balançou a cabeça.,Tetapi penebang kayu itu menggelengkan kepala.,하지만 나무꾼은 고개를 저었습니다.,Ama oduncu başını iki yana salladı.
L026,S026,90900,94767,00:01:30:27,No. That is not my axe.,いいえ それは私の斧ではありません,No. Esa no es mi hacha.,Não. Esse não é o meu machado.,Tidak. Itu bukan kapakku.,아니요. 그것은 제 도끼가 아닙니다.,Hayır. O benim baltam değil.
L027,S027,94767,98900,00:01:34:23,"Behind a tree, the old man was watching.",木の陰でジジイが見ていました,"Detrás de un árbol, el viejo estaba mirando.","Atrás de uma árvore, o velho estava observando.","Di balik sebuah pohon, lelaki tua itu sedang mengawasi.",나무 뒤에서 노인이 지켜보고 있었습니다.,Bir ağacın arkasında yaşlı adam izliyordu.
L028,S028,98900,102467,00:01:38:27,He held his breath and listened.,ジジイは息を殺して聞いていました,Contuvo la respiración y escuchó.,Ele prendeu a respiração e escutou.,Ia menahan napas dan mendengarkan.,그는 숨을 죽이고 귀를 기울였습니다.,Nefesini tuttu ve dinledi.
L029,S029,102467,105867,00:01:42:14,He said no to the gold axe.,金の斧を断った,Le dijo que no al hacha de oro.,Ele recusou o machado de ouro.,Ia menolak kapak emas itu.,그는 금도끼를 거절했습니다.,Altın baltaya hayır dedi.
L030,S030,105867,108367,00:01:45:26,What a waste.,なんとももったいない男じゃ,Qué desperdicio.,Que desperdício.,Sayang sekali.,참 아까운 사람이로군.,Ne büyük israf.
L031,S031,108367,112867,00:01:48:11,"Next, the fairy showed the silver axe.",次に妖精は銀の斧を見せました,"Luego, el hada mostró el hacha de plata.","Em seguida, a fada mostrou o machado de prata.","Berikutnya, peri itu menunjukkan kapak perak.",다음으로 요정은 은도끼를 보여 주었습니다.,Sonra peri gümüş baltayı gösterdi.
L032,S032,112867,116600,00:01:52:26,"Then, is this your axe?",では これはあなたの斧ですか,"Entonces, ¿es esta tu hacha?","Então, este é o seu machado?","Kalau begitu, apakah ini kapakmu?",그렇다면 이것이 당신의 도끼입니까?,"Peki, bu senin baltan mı?"
L033,S033,116600,120067,00:01:56:18,The woodcutter shook his head again.,木こりはまた首を横に振りました,El leñador volvió a negar con la cabeza.,O lenhador balançou a cabeça de novo.,Penebang kayu itu menggelengkan kepala lagi.,나무꾼은 다시 고개를 저었습니다.,Oduncu yine başını iki yana salladı.
L034,S034,120067,125267,00:02:00:02,"Finally, the fairy showed the old iron axe.",最後に妖精は古い鉄の斧を見せました,"Por último, el hada mostró la vieja hacha de hierro.","Por fim, a fada mostrou o velho machado de ferro.","Akhirnya, peri itu menunjukkan kapak besi tua itu.",마침내 요정은 오래된 쇠도끼를 보여 주었습니다.,Sonunda peri eski demir baltayı gösterdi.
L035,S035,125267,129833,00:02:05:08,"Then, is this your axe?",では これはあなたの斧ですか,"Entonces, ¿es esta tu hacha?","Então, este é o seu machado?","Kalau begitu, apakah ini kapakmu?",그렇다면 이것이 당신의 도끼입니까?,"Peki, bu senin baltan mı?"
L036,S036,129833,133100,00:02:09:25,The woodcutter's face lit up.,木こりの顔が明るくなりました,La cara del leñador se iluminó.,O rosto do lenhador se iluminou.,Wajah penebang kayu itu langsung berbinar.,나무꾼의 얼굴이 환해졌습니다.,Oduncunun yüzü aydınlandı.
L037,S037,133100,136867,00:02:13:03,Yes. That is my axe.,はい それが私の斧です,Sí. Esa es mi hacha.,Sim. Esse é o meu machado.,Ya. Itulah kapakku.,네. 그게 제 도끼입니다.,Evet. O benim baltam.
L038,S038,136867,140033,00:02:16:26,The fairy smiled quietly.,妖精は静かにほほえみました,El hada sonrió en silencio.,A fada sorriu em silêncio.,Peri itu tersenyum pelan.,요정은 조용히 미소 지었습니다.,Peri sessizce gülümsedi.
L039,S039,140033,144200,00:02:20:01,You are an honest man.,あなたは正直な人です,Eres un hombre honesto.,Você é um homem honesto.,Kamu orang yang jujur.,당신은 정직한 사람이군요.,Sen dürüst bir adamsın.
L040,S040,144200,148933,00:02:24:06,I will give you all three axes.,三本すべてあなたにあげましょう,Te daré las tres hachas.,Vou lhe dar os três machados.,Aku akan memberimu ketiga kapak ini.,이 도끼 세 자루를 모두 드리겠습니다.,Sana üç baltanın hepsini vereceğim.
L041,S041,148933,156067,00:02:28:28,"The woodcutter received the iron axe, the silver axe, and the gold axe.",木こりは鉄の斧 銀の斧 金の斧を受け取りました,"El leñador recibió el hacha de hierro, el hacha de plata y el hacha de oro.","O lenhador recebeu o machado de ferro, o machado de prata e o machado de ouro.","Penebang kayu itu menerima kapak besi, kapak perak, dan kapak emas.",나무꾼은 쇠도끼와 은도끼와 금도끼를 받았습니다.,"Oduncu demir baltayı, gümüş baltayı ve altın baltayı aldı."
L042,S042,156067,158700,00:02:36:02,Thank you very much.,ありがとうございます,Muchas gracias.,Muito obrigado.,Terima kasih banyak.,정말 감사합니다.,Çok teşekkür ederim.
L043,S043,158700,163967,00:02:38:21,The woodcutter bowed many times and left the forest.,木こりは何度も頭を下げて森を出ていきました,El leñador hizo muchas reverencias y salió del bosque.,O lenhador se curvou muitas vezes e saiu da floresta.,Penebang kayu itu berkali-kali membungkuk lalu meninggalkan hutan.,나무꾼은 몇 번이고 고개를 숙인 뒤 숲을 떠났습니다.,Oduncu defalarca eğildi ve ormandan ayrıldı.
L044,S044,163967,168500,00:02:43:29,The old man saw everything from behind the tree.,ジジイはそのすべてを木の陰から見ていました,El viejo lo vio todo desde detrás del árbol.,O velho viu tudo de trás da árvore.,Lelaki tua itu melihat semuanya dari balik pohon.,노인은 그 모든 것을 나무 뒤에서 지켜보고 있었습니다.,Yaşlı adam her şeyi ağacın arkasından gördü.
L045,S045,168500,172067,00:02:48:15,Say no to the gold axe.,金を断る,Di no al hacha de oro.,Diga não ao machado de ouro.,Tolak kapak emas.,금도끼를 거절한다.,Altın baltaya hayır de.
L046,S046,172067,176033,00:02:52:02,"Say no to the silver axe, too.",銀も断る,Di no también al hacha de plata.,Diga não ao machado de prata também.,Tolak kapak perak juga.,은도끼도 거절한다.,Gümüş baltaya da hayır de.
L047,S047,176033,179000,00:02:56:01,Then choose the old axe.,最後にボロい斧を選ぶ,Luego elige la hacha vieja.,Depois escolha o machado velho.,Lalu pilih kapak tua itu.,그리고 마지막에 낡은 도끼를 고른다.,Sonra eski baltayı seç.
L048,S048,179000,182133,00:02:59:00,Then I get all of them.,すると全部もらえる,Entonces las recibiré todas.,Então eu fico com todos eles.,Kalau begitu aku akan mendapatkan semuanya.,그러면 전부 다 받을 수 있다.,Böylece hepsini alırım.
L049,S049,182133,184767,00:03:02:04,The old man smiled.,ジジイはにやりと笑いました,El viejo sonrió con picardía.,O velho sorriu de canto.,Lelaki tua itu menyeringai.,노인은 씨익 웃었습니다.,Yaşlı adam sinsi bir gülümsemeyle güldü.
L050,S050,184767,186800,00:03:04:23,What?,なんじゃ,¿Qué?,O quê?,Apa?,뭐?,Ne?
L051,S051,186800,190833,00:03:06:24,Being honest is a good business.,正直者とはずいぶん儲かる仕事じゃな,Ser honesto es un negocio bastante rentable.,Ser honesto é um negócio bem lucrativo.,Menjadi orang jujur ternyata pekerjaan yang sangat menguntungkan.,정직하다는 건 참 돈이 되는 일이군.,Dürüst olmak doğrusu oldukça kârlı bir işmiş.
L052,S052,190833,194767,00:03:10:25,The old man smiled and went home.,ジジイは笑みを浮かべて家に帰りました,El viejo sonrió y se fue a casa.,O velho sorriu e foi para casa.,Lelaki tua itu tersenyum lalu pulang ke rumah.,노인은 미소를 지으며 집으로 돌아갔습니다.,Yaşlı adam gülümsedi ve eve gitti.
L053,S053,194767,198933,00:03:14:23,"When he got home, he began to practice.",家に帰るとジジイは練習を始めました,"Cuando llegó a casa, empezó a practicar.","Quando chegou em casa, ele começou a praticar.","Sesampainya di rumah, ia mulai berlatih.",집에 돌아오자 노인은 연습을 시작했습니다.,Eve varınca alıştırma yapmaya başladı.
L054,S054,198933,202367,00:03:18:28,To get the gold axe.,金の斧をもらうために。,Para conseguir el hacha de oro.,Para ganhar o machado de ouro.,Agar bisa mendapatkan kapak emas.,금도끼를 받기 위해서였습니다.,Altın baltayı almak için.
L055,S055,202367,205767,00:03:22:11,"First, I will see the gold axe.",まず金の斧を見せられる,"Primero, me mostrarán el hacha de oro.","Primeiro, vão me mostrar o machado de ouro.","Pertama, aku akan diperlihatkan kapak emas.",먼저 금도끼를 보여 줄 것이다.,Önce altın baltayı göreceğim.
L056,S056,205767,208833,00:03:25:23,Then I will say no.,そこでわしは断る,Entonces diré que no.,Então eu vou dizer não.,Lalu aku akan bilang tidak.,그러면 나는 거절한다.,Sonra hayır diyeceğim.
L057,S057,208833,213200,00:03:28:25,"Next, I will say no to the silver axe, too.",次に銀の斧も断る,"Luego, también diré que no al hacha de plata.","Em seguida, eu também vou dizer não ao machado de prata.","Berikutnya, aku juga akan bilang tidak pada kapak perak.",다음으로 은도끼도 거절한다.,Sonra gümüş baltaya da hayır diyeceğim.
L058,S058,213200,217100,00:03:33:06,Then I will choose the old axe.,最後にボロい斧を選ぶ,Después elegiré el hacha vieja.,Depois eu vou escolher o machado velho.,Lalu aku akan memilih kapak tua itu.,그리고 마지막에 낡은 도끼를 고른다.,En sonunda eski baltayı seçeceğim.
L059,S059,217100,219867,00:03:37:03,Then I get all of them.,すると全部もらえる,Entonces me las quedaré todas.,Então eu fico com todos eles.,Dengan begitu aku akan mendapatkan semuanya.,그러면 전부 다 받을 수 있다.,Böylece hepsini alırım.
L060,S060,219867,223900,00:03:39:26,The old man nodded with satisfaction.,ジジイは満足そうにうなずきました,El viejo asintió con satisfacción.,O velho assentiu com satisfação.,Lelaki tua itu mengangguk puas.,노인은 만족스러운 표정으로 고개를 끄덕였습니다.,Yaşlı adam memnuniyetle başını salladı.
L061,S061,223900,227033,00:03:43:27,Then he stood in front of a mirror.,次にジジイは鏡の前に立ちました,Luego se paró frente a un espejo.,Depois ele ficou em frente ao espelho.,Lalu ia berdiri di depan cermin.,다음으로 노인은 거울 앞에 섰습니다.,Sonra aynanın karşısına geçti.
L062,S062,227033,230100,00:03:47:01,He made a serious face.,まじめな顔を作りました,Puso una cara seria.,Ele fez uma cara séria.,Ia membuat wajah serius.,그는 진지한 표정을 지었습니다.,Ciddi bir yüz ifadesi yaptı.
L063,S063,230100,234333,00:03:50:03,No. That is not my axe.,いいえ それは私の斧ではありません,No. Esa no es mi hacha.,Não. Esse não é o meu machado.,Tidak. Itu bukan kapakku.,아니요. 그것은 제 도끼가 아닙니다.,Hayır. O benim baltam değil.
L064,S064,234333,238167,00:03:54:10,The old man looked at himself in the mirror.,ジジイは鏡の中の自分を見ました,El viejo se miró en el espejo.,O velho olhou para si mesmo no espelho.,Lelaki tua itu melihat dirinya di cermin.,노인은 거울 속의 자기 모습을 바라보았습니다.,Yaşlı adam aynadaki kendine baktı.
L065,S065,238167,240667,00:03:58:05,Then he smiled.,そしてにやりと笑いました,Luego sonrió con picardía.,Então ele sorriu de canto.,Lalu ia menyeringai.,그리고 씨익 웃었습니다.,Sonra sinsi bir şekilde gülümsedi.
L066,S066,240667,246600,00:04:00:20,"The next morning, the old man went to the forest with an old axe.",次の日の朝 ジジイは古い斧を持って森へ向かいました,"A la mañana siguiente, el viejo fue al bosque con un hacha vieja.","Na manhã seguinte, o velho foi para a floresta com um machado velho.","Keesokan paginya, lelaki tua itu pergi ke hutan dengan membawa kapak tua.","다음 날 아침, 노인은 낡은 도끼를 들고 숲으로 향했습니다.",Ertesi sabah yaşlı adam eski bir baltayla ormana gitti.
L067,S067,246600,250967,00:04:06:18,"Of course, he did not go there to cut trees.",もちろん木を切るためではありません,"Por supuesto, no fue allí para cortar árboles.","Claro, ele não foi lá para cortar árvores.","Tentu saja, ia pergi ke sana bukan untuk menebang pohon.",물론 나무를 하러 간 것은 아니었습니다.,Elbette oraya ağaç kesmek için gitmedi.
L068,S068,250967,254933,00:04:10:29,He arrived at the same spring as yesterday.,昨日と同じ泉に辿り着きました,Llegó al mismo manantial que el día anterior.,Ele chegou à mesma fonte de ontem.,Ia tiba di mata air yang sama seperti kemarin.,그는 어제와 같은 샘에 도착했습니다.,Dünküyle aynı pınara vardı.
L069,S069,254933,258900,00:04:14:28,Then he stood in front of a tree on purpose.,わざとらしく木の前に立ちました,Luego se paró a propósito frente a un árbol.,Então ele ficou de propósito na frente de uma árvore.,Lalu ia sengaja berdiri di depan sebuah pohon.,그리고 일부러 나무 앞에 섰습니다.,Sonra bilerek bir ağacın önünde durdu.
L070,S070,258900,263067,00:04:18:27,Good. I will pretend to work.,よし 仕事をしているふりじゃ,Bien. Fingiré que estoy trabajando.,Certo. Vou fingir que estou trabalhando.,Bagus. Aku akan berpura-pura bekerja.,좋아. 일하는 척을 하자.,Güzel. Çalışıyormuş gibi yapacağım.
L071,S071,263067,266567,00:04:23:02,The old man lifted the axe.,ジジイは斧を振り上げました,El viejo levantó el hacha.,O velho levantou o machado.,Lelaki tua itu mengangkat kapaknya.,노인은 도끼를 들어 올렸습니다.,Yaşlı adam baltayı kaldırdı.
L072,S072,266567,271300,00:04:26:17,"But the axe flew toward the spring, not the tree.",しかし斧は木ではなく泉の方へ飛びました,"Pero el hacha salió volando hacia el manantial, no hacia el árbol.","Mas o machado voou em direção à fonte, e não à árvore.","Tetapi kapak itu terbang ke arah mata air, bukan ke arah pohon.",하지만 도끼는 나무가 아니라 샘 쪽으로 날아갔습니다.,"Ama balta ağaca değil, pınara doğru fırladı."
L073,S073,271300,274533,00:04:31:09,It splashed into the water.,水しぶきが上がりました,Salpicó al caer al agua.,Ele caiu na água com um respingo.,Kapak itu terciprat masuk ke dalam air.,물에 첨벙 빠졌습니다.,Suya sıçrayarak düştü.
L074,S074,274533,278300,00:04:34:16,The old axe sank into the spring.,古い斧は泉の中へ沈んでいきました,La vieja hacha se hundió en el manantial.,O velho machado afundou na fonte.,Kapak tua itu tenggelam ke dalam mata air.,낡은 도끼는 샘 속으로 가라앉았습니다.,Eski balta pınarın içine battı.
L075,S075,278300,280767,00:04:38:09,Oh no.,ああ 大変じゃ,Oh no.,"Ah, não.",Oh tidak.,아이고.,Eyvah.
L076,S076,280767,284867,00:04:40:23,My precious axe fell into the spring.,わしの大切な斧が泉に落ちてしまった,Mi preciada hacha cayó en el manantial.,Meu precioso machado caiu na fonte.,Kapakku yang berharga jatuh ke dalam mata air.,내 소중한 도끼가 샘에 빠져 버렸구나.,Benim değerli baltam pınara düştü.
L077,S077,284867,288367,00:04:44:26,The old man made a sad face.,ジジイは悲しそうな顔を作りました,El viejo puso una cara triste.,O velho fez uma cara triste.,Lelaki tua itu membuat wajah sedih.,노인은 슬픈 표정을 지었습니다.,Yaşlı adam üzgün bir yüz ifadesi yaptı.
L078,S078,288367,290733,00:04:48:11,Come out now.,さあ 出てこい,Sal ahora.,Agora saia daí.,Sekarang keluarlah.,"자, 이제 나와라.","Hadi, şimdi çık."
L079,S079,290733,293700,00:04:50:22,Bring me the gold axe.,金の斧を持ってくるんじゃ,Tráeme el hacha de oro.,Traga o machado de ouro para mim.,Bawakan kapak emas itu untukku.,금도끼를 가져오너라.,Bana altın baltayı getir.
L080,S080,293700,297267,00:04:53:21,Then the water began to glow again.,すると泉の水面がまた光り始めました,Entonces el agua del manantial comenzó a brillar otra vez.,Então a água da fonte começou a brilhar de novo.,Lalu air mata air itu mulai bersinar lagi.,그러자 샘의 수면이 다시 빛나기 시작했습니다.,Sonra pınarın suyu yeniden parlamaya başladı.
L081,S081,297267,301033,00:04:57:08,The same fairy came out of the water.,水の中から昨日と同じ妖精が現れました,La misma hada salió del agua.,A mesma fada saiu da água.,Peri yang sama keluar dari dalam air.,어제와 같은 요정이 물속에서 나타났습니다.,Aynı peri sudan çıktı.
L082,S082,301033,304567,00:05:01:01,The fairy showed the gold axe.,妖精は金の斧を見せました,El hada mostró el hacha de oro.,A fada mostrou o machado de ouro.,Peri itu menunjukkan kapak emas.,요정은 금도끼를 보여 주었습니다.,Peri altın baltayı gösterdi.
L083,S083,304567,308100,00:05:04:17,Is this gold axe yours?,この金の斧はあなたのものですか,¿Es tuya esta hacha de oro?,Este machado de ouro é seu?,Apakah kapak emas ini milikmu?,이 금도끼가 당신 것입니까?,Bu altın balta senin mi?
L084,S084,308100,312833,00:05:08:03,"The old man said no, just as he practiced.",ジジイは練習通りに断りました,"El viejo dijo que no, tal como había practicado.","O velho disse não, exatamente como tinha praticado.","Lelaki tua itu mengatakan tidak, persis seperti yang sudah ia latih.",노인은 연습한 대로 아니라고 말했습니다.,"Yaşlı adam, aynen çalıştığı gibi hayır dedi."
L085,S085,312833,317500,00:05:12:25,"Then, is this silver axe yours?",では この銀の斧はあなたのですか,"Entonces, ¿esta hacha de plata es tuya?","Então, este machado de prata é seu?","Kalau begitu, apakah kapak perak ini milikmu?",그렇다면 이 은도끼는 당신 것입니까?,"Peki, bu gümüş balta senin mi?"
L086,S086,317500,321033,00:05:17:15,The old man shook his head again.,ジジイはまた首を横に振りました,El viejo volvió a negar con la cabeza.,O velho balançou a cabeça de novo.,Lelaki tua itu menggelengkan kepala lagi.,노인은 שוב 고개를 저었습니다.,Yaşlı adam שוב başını iki yana salladı.
L087,S087,321033,326000,00:05:21:01,"Then, is this your axe?",では これはあなたの斧ですか,"Entonces, ¿es esta tu hacha?","Então, este é o seu machado?","Kalau begitu, apakah ini kapakmu?",그렇다면 이것이 당신의 도끼입니까?,"Peki, bu senin baltan mı?"
L088,S088,326000,330400,00:05:26:00,"The old man nodded, just as he practiced.",ジジイは練習通りにうなずきました,"El viejo asintió, tal como había practicado.","O velho assentiu, exatamente como tinha praticado.","Lelaki tua itu mengangguk, persis seperti yang sudah ia latih.",노인은 연습한 대로 고개를 끄덕였습니다.,"Yaşlı adam, aynen çalıştığı gibi başını salladı."
L089,S089,330400,334400,00:05:30:12,Yes. That is my axe.,はい それが私の斧です,Sí. Esa es mi hacha.,Sim. Esse é o meu machado.,Ya. Itulah kapakku.,네. 그게 제 도끼입니다.,Evet. O benim baltam.
L090,S090,334400,338333,00:05:34:12,The fairy looked at the old man quietly.,妖精は静かにジジイを見つめました,El hada miró al viejo en silencio.,A fada olhou para o velho em silêncio.,Peri itu memandang lelaki tua itu dengan tenang.,요정은 조용히 노인을 바라보았습니다.,Peri yaşlı adama sessizce baktı.
L091,S091,338333,343767,00:05:38:10,"Then she offered him the gold axe and the silver axe, too.",そして金の斧と銀の斧も差し出しました,Entonces también le ofreció el hacha de oro y el hacha de plata.,Então ela também lhe ofereceu o machado de ouro e o machado de prata.,Lalu ia juga menyodorkan kapak emas dan kapak perak kepadanya.,그리고 금도끼와 은도끼도 함께 내밀었습니다.,Sonra ona altın baltayı ve gümüş baltayı da uzattı.
L092,S092,343767,348600,00:05:43:23,Then I will give you these three axes.,では この三本をあなたにあげましょう,Entonces te daré estas tres hachas.,Então vou lhe dar estes três machados.,Kalau begitu aku akan memberimu ketiga kapak ini.,그렇다면 이 세 자루를 당신에게 드리겠습니다.,Öyleyse sana bu üç baltayı vereceğim.
L093,S093,348600,353900,00:05:48:18,The old man received the gold axe and the silver axe.,ジジイは金の斧と銀の斧を受け取りました,El viejo recibió el hacha de oro y el hacha de plata.,O velho recebeu o machado de ouro e o machado de prata.,Lelaki tua itu menerima kapak emas dan kapak perak.,노인은 금도끼와 은도끼를 받았습니다.,Yaşlı adam altın baltayı ve gümüş baltayı aldı.
L094,S094,353900,357167,00:05:53:27,Thank you. Thank you very much.,ありがたい 本当にありがたい,Gracias. Muchas gracias.,Obrigado. Muito obrigado mesmo.,Terima kasih. Terima kasih banyak.,고맙구나. 정말 고맙구나.,Teşekkür ederim. Çok teşekkür ederim.
L095,S095,357167,361633,00:05:57:05,The old man bowed deeply and went home.,ジジイは深く頭を下げて家に帰りました,El viejo hizo una profunda reverencia y se fue a casa.,O velho fez uma reverência profunda e foi para casa.,Lelaki tua itu membungkuk dalam-dalam lalu pulang ke rumah.,노인은 깊이 머리를 숙이고 집으로 돌아갔습니다.,Yaşlı adam derin bir şekilde eğildi ve eve gitti.
L096,S096,361633,367400,00:06:01:19,"When he got home, he looked at the gold axe and the silver axe.",家に帰ると金の斧と銀の斧を眺めました,"Cuando llegó a casa, miró el hacha de oro y el hacha de plata.","Quando chegou em casa, ele ficou olhando para o machado de ouro e o machado de prata.","Sesampainya di rumah, ia memandangi kapak emas dan kapak perak itu.",집에 돌아오자 그는 금도끼와 은도끼를 바라보았습니다.,Eve varınca altın baltaya ve gümüş baltaya baktı.
