line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L023,S023,81967,85033,00:01:21:29,I ordered spaghetti.,俺はスパゲティを頼んだはずだ。,Se suponía que pedí espagueti.,Eu pedi espaguete.,Aku tadi pesan spageti.,난 스파게티를 주문했어.,Ben spagetti sipariş etmiştim.
L024,S024,85033,88800,00:01:25:01,We don't even have spaghetti here.,そもそも当店にスパゲティはございません。,Ni siquiera tenemos espagueti aquí.,Nós nem temos espaguete aqui.,Kami bahkan tidak punya spageti di sini.,저희 가게에는 애초에 스파게티가 없습니다.,Bizde zaten spagetti yok.
L025,S025,88800,90800,00:01:28:24,What?,は？,¿Qué?,O quê?,Apa?,뭐?,Ne?
L026,S026,90800,94167,00:01:30:24,It is not on the menu.,メニューにも載っておりません。,Ni siquiera está en el menú.,Nem está no cardápio.,Itu juga tidak ada di menu.,메뉴에도 없습니다.,Menüde de yok.
L027,S027,94167,97033,00:01:34:05,That can't be right.,そんなはずないだろ。,Eso no puede estar bien.,Isso não pode estar certo.,Tidak mungkin begitu.,그럴 리가 없잖아.,Bu doğru olamaz.
L028,S028,97033,100633,00:01:37:01,That guy is eating spaghetti.,隣のやつ、スパゲティ食ってるだろ。,Ese tipo está comiendo espagueti.,Aquele cara está comendo espaguete.,Orang di sebelah itu sedang makan spageti.,옆에 있는 놈 스파게티 먹고 있잖아.,Yan masadaki adam spagetti yiyor.
L029,S029,100633,103367,00:01:40:19,That is ramen.,そちらはラーメンでございます。,Eso es ramen.,Isso é ramen.,Itu ramen.,그건 라멘입니다.,O ramen.
L030,S030,103367,107000,00:01:43:11,What? That's spaghetti.,は？あれはスパゲティだろ。,¿Qué? Eso es espagueti.,O quê? Isso é espaguete.,Apa? Itu spageti.,뭐? 저건 스파게티잖아.,Ne? O spagetti.
L031,S031,107000,111667,00:01:47:00,Bring me that. I want that too.,あれを持ってこい。俺もあれを食べたい。,Tráeme eso. Yo también quiero eso.,Traga aquilo. Eu quero aquilo também.,Bawa itu ke sini. Aku juga mau itu.,저거 가져와. 나도 저거 먹고 싶어.,Onu bana getir. Ben de ondan istiyorum.
L032,S032,111667,114133,00:01:51:20,Certainly.,かしこまりました。,Claro.,Certamente.,Baik.,알겠습니다.,Elbette.
L033,S033,114133,117367,00:01:54:04,You want to change it to ramen?,ラーメンに変更でよろしいですね？,¿Quiere cambiarlo a ramen?,O senhor quer mudar para ramen?,Anda ingin mengubahnya menjadi ramen?,라멘으로 변경하시겠다는 말씀이시죠?,"Bunu ramen olarak değiştirmek istiyorsunuz, doğru mu?"
L034,S034,117367,120133,00:01:57:11,Yeah. That's fine.,ああ、それでいい。,Sí. Está bien.,É. Está bom.,Ya. Itu saja.,그래. 그걸로 해.,Evet. O olur.
L035,S035,120133,125867,00:02:00:04,"If you change it, I will take the hamburg steak away.",こちらに変更された場合、先ほどのハンバーグは下げさせていただきます。,"Si lo cambia, retiraré la hamburguesa.","Se o senhor mudar, vou retirar o hambúrguer.","Jika Anda mengubahnya, saya akan mengambil hamburger steak yang tadi.",변경하시면 아까 드린 함박스테이크는 치워 드리겠습니다.,"Değiştirirseniz, hamburger bifteği kaldıracağım."
L036,S036,125867,129100,00:02:05:26,Just hurry up and bring it.,いいから早く持ってこい。,Solo date prisa y tráelo.,Só anda logo e traga.,"Sudah, cepat saja bawa ke sini.",됐고 빨리 가져와.,"Boş ver, çabuk getir yeter."
L037,S037,129100,131700,00:02:09:03,Understood.,承知しました。,Entendido.,Entendido.,Baik.,알겠습니다.,Anlaşıldı.
L038,S038,131700,135367,00:02:11:21,But this is your last change.,ただし、これで最後の変更とさせていただきます。,Pero este es su último cambio.,Mas esta será a sua última alteração.,Tapi ini perubahan terakhir Anda.,"다만, 이번이 마지막 변경입니다.",Ama bu son değişikliğiniz olacak.
L039,S039,135367,140567,00:02:15:11,I know.,わかってる。,Lo sé.,Eu sei.,Aku tahu.,알고 있어.,Biliyorum.
L040,S040,140567,143700,00:02:20:17,Here is your ramen.,ラーメンでございます。,Aquí tiene su ramen.,Aqui está o seu ramen.,Ini ramen Anda.,라멘 나왔습니다.,Rameniniz burada.
L041,S041,143700,149367,00:02:23:21,"No, this isn't right. I want the hamburg steak from before.",やっぱり違うな。さっきのハンバーグがいい。,"No, esto no está bien. Quiero la hamburguesa de antes.","Não, isso não está certo. Eu quero o hambúrguer de antes.","Tidak, ini tetap salah. Aku mau hamburger steak yang tadi.","아니, 역시 이건 아니야. 아까 그 함박스테이크로 줘.","Hayır, bu yine olmadı. Az önceki hamburger bifteği istiyorum."
L042,S042,149367,154133,00:02:29:11,Bring me the hamburg steak. Right now.,ハンバーグを持ってこい。今すぐだ。,Tráeme la hamburguesa. Ahora mismo.,Traga o hambúrguer. Agora mesmo.,Bawa hamburger steak itu. Sekarang juga.,함박스테이크 가져와. 지금 당장.,Hamburger bifteği getir. Hemen şimdi.
L043,S043,154133,157533,00:02:34:04,You changed it to ramen.,ラーメンに変更されましたよね。,Usted lo cambió a ramen.,O senhor mudou para ramen.,Anda tadi mengubahnya menjadi ramen.,라멘으로 변경하셨잖아요.,Siz bunu ramen olarak değiştirmiştiniz.
L044,S044,157533,161400,00:02:37:16,This is the ramen you asked for.,こちらがご希望のラーメンでございます。,Este es el ramen que pidió.,Este é o ramen que o senhor pediu.,Inilah ramen yang Anda minta.,이게 고객님께서 원하신 라멘입니다.,İstediğiniz ramen bu.
L045,S045,161400,166133,00:02:41:12,"His ramen looks good, but this one doesn't.",隣のやつのラーメンはうまそうだが、これはうまそうじゃない。,"El ramen de ese tipo se ve bien, pero este no.","O ramen daquele cara parece bom, mas este não.","Ramen milik orang itu kelihatan enak, tapi yang ini tidak.","옆에 있는 놈 라멘은 맛있어 보이는데, 이건 안 그래.",Onun rameni güzel görünüyor ama bu öyle görünmüyor.
L046,S046,166133,169500,00:02:46:04,It is the same as his.,隣のお客様と同じものです。,Es el mismo que el suyo.,É o mesmo que o dele.,Itu sama dengan miliknya.,옆 손님과 같은 음식입니다.,Onunkiyle aynı.
L047,S047,169500,173033,00:02:49:15,There is no difference at all.,あのラーメンと何も変わりありません。,No hay ninguna diferencia.,Não há diferença nenhuma.,Tidak ada bedanya sama sekali.,전혀 차이가 없습니다.,Hiçbir fark yok.
L048,S048,173033,176900,00:02:53:01,Customers have the right to choose.,客には選ぶ権利があるだろ。,Los clientes tienen derecho a elegir.,Os clientes têm o direito de escolher.,Pelanggan punya hak untuk memilih.,손님한테는 고를 권리가 있잖아.,Müşterilerin seçme hakkı vardır.
L049,S049,176900,180233,00:02:56:27,I choose what I want to eat.,俺は食べたいものを選ぶ。,Yo elijo lo que quiero comer.,Eu escolho o que quero comer.,Aku memilih apa yang ingin kumakan.,나는 내가 먹고 싶은 걸 고른다.,Ben ne yemek istediğimi seçerim.
L050,S050,180233,182800,00:03:00:07,"Yes, you do.",おっしゃる通りでございます。,"Sí, así es.","Sim, tem mesmo.","Ya, benar.","네, 맞습니다.","Evet, doğru."
L051,S051,182800,186767,00:03:02:24,You have that right before you order.,ご注文の前に選ぶ権利はございます。,Tiene ese derecho antes de ordenar.,O senhor tem esse direito antes de fazer o pedido.,Anda memang punya hak itu sebelum memesan.,주문하시기 전에는 고를 권리가 있으십니다.,Sipariş vermeden önce bu hakkınız var.
L052,S052,186767,192200,00:03:06:23,But you do not have the right to keep changing it after you order.,しかし、ご注文後に何度も変更する権利はございません。,Pero no tiene derecho a seguir cambiándolo después de ordenar.,Mas não tem o direito de ficar mudando depois de pedir.,Tetapi Anda tidak punya hak untuk terus mengubahnya setelah memesan.,하지만 주문하신 뒤에 계속 바꿀 권리는 없습니다.,Ama sipariş verdikten sonra durmadan değiştirme hakkınız yok.
L053,S053,192200,195600,00:03:12:06,This is just selfish.,今なさっているのは、ただのわがままです。,Esto es solo egoísmo.,Isso é só egoísmo.,Yang Anda lakukan sekarang cuma egois.,지금 하시는 건 그냥 제멋대로인 겁니다.,Şu an yaptığınız şey sadece bencillik.
L054,S054,195600,200933,00:03:15:18,"Fine. I'll eat the ramen, so bring me the hamburg steak too.",わかった、ラーメンは食べてやるからハンバーグももってこい。,"Bien. Me comeré el ramen, así que tráigame también la hamburguesa.","Tá bom. Eu vou comer o ramen, então traga o hambúrguer também.","Baiklah. Aku akan makan ramen ini, jadi bawa hamburger steak itu juga.",좋아. 라멘은 먹어 줄 테니까 함박스테이크도 가져와.,"Peki. Rameni yiyeceğim, o yüzden hamburger bifteği de getir."
L055,S055,200933,204567,00:03:20:28,And don't get it wrong this time.,次は間違えるなよ。,Y esta vez no se equivoque.,E não erre desta vez.,Dan kali ini jangan sampai salah.,그리고 이번엔 틀리지 마.,Bir dahaki sefere de yanlış getirme.
L056,S056,204567,210200,00:03:24:17,Understood.,承知しました。,Entendido.,Entendido.,Baik.,알겠습니다.,Anlaşıldı.
L057,S057,210200,214067,00:03:30:06,Here is your first hamburg steak.,こちらが最初のハンバーグでございます。,Aquí tiene su primera hamburguesa.,Aqui está o seu primeiro hambúrguer.,Ini hamburger steak pertama Anda.,여기 처음 주문하신 함박스테이크입니다.,İşte ilk hamburger bifteğiniz.
L058,S058,214067,218633,00:03:34:02,And here is the hamburg steak you ordered again.,そしてこちらが、改めてご注文いただいたハンバーグでございます。,Y aquí tiene la hamburguesa que volvió a pedir.,E aqui está o hambúrguer que o senhor pediu novamente.,Dan ini hamburger steak yang Anda pesan lagi.,그리고 여기 다시 주문하신 함박스테이크입니다.,Ve işte tekrar sipariş ettiğiniz hamburger bifteği.
L059,S059,218633,226400,00:03:38:19,What?,は？,¿Qué?,O quê?,Apa?,뭐?,Ne?
L060,S060,226400,229467,00:03:46:12,"Hey, what are you doing?",おい、何してる？,"Oye, ¿qué estás haciendo?","Ei, o que você está fazendo?","Hei, apa yang sedang kamu lakukan?","야, 뭐 하는 거야?","Hey, ne yapıyorsun?"
L061,S061,229467,236500,00:03:49:14,And here is the nice-looking spaghetti you asked for. The one your neighbor is eating.,こちらが、お客様ご希望の隣のお客様が召し上がっている美味しそうなスパゲティでございます。,Y aquí está el espagueti de buen aspecto que pidió. El que está comiendo su vecino.,E aqui está o espaguete apetitoso que o senhor pediu. O mesmo que o seu vizinho está comendo.,Dan ini spageti yang kelihatannya enak yang Anda minta. Yang sedang dimakan pelanggan di sebelah Anda.,그리고 여기 고객님께서 원하신 맛있어 보이는 스파게티입니다. 옆 손님이 드시고 계신 그 음식입니다.,Ve işte istediğiniz güzel görünen spagetti. Yan masadaki müşterinin yediği.
L062,S062,236500,242233,00:03:56:15,"As I told you before, we charge extra for leftovers.",先ほどご説明いたしました通り、当店では食べ残しに追加料金を頂戴しております。,"Como le dije antes, cobramos un cargo extra por las sobras.","Como eu expliquei antes, cobramos uma taxa extra por sobras.","Seperti yang sudah saya jelaskan tadi, kami mengenakan biaya tambahan untuk makanan yang tersisa.","아까 설명드린 대로, 저희는 음식을 남기시면 추가 요금을 받고 있습니다.","Az önce açıkladığım gibi, artan yemekler için ek ücret alıyoruz."
L063,S063,242233,245600,00:04:02:07,Please finish everything.,どうぞ、残さずお召し上がりくださいませ。,"Por favor, cómaselo todo.","Por favor, coma tudo.",Silakan habiskan semuanya.,부디 남기지 말고 모두 드셔 주세요.,Lütfen hepsini bitirin.
L064,S064,245600,252033,00:04:05:18,Please enjoy your meal.,ではごゆっくり。,Que aproveche.,Aproveite a refeição.,Silakan menikmati makanan Anda.,천천히 드세요.,Afiyet olsun.
