line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L016,S016,52800,57233,00:00:52:24,Address? Why are you asking that?,住所？なんでそんなことを聞く,¿La dirección? ¿Por qué pregunta eso?,Endereço? Por que está perguntando isso?,Alamat? Kenapa kamu tanya begitu?,주소? 그걸 왜 묻는 거야?,Adres mi? Neden bunu soruyorsun?
L017,S017,57233,62033,00:00:57:07,I cannot guide you if I do not know where your home is.,ご自宅の場所が分からないとご案内できません,No puedo indicarle si no sé dónde está su casa.,Não posso orientá-lo se eu não souber onde fica a sua casa.,Saya tidak bisa memberi tahu Anda kalau saya tidak tahu rumah Anda ada di mana.,집이 어디 있는지 모르면 안내해 드릴 수 없습니다.,Evinizin nerede olduğunu bilmezsem size yol gösteremem.
L018,S018,62033,65433,00:01:02:01,That is private information.,個人情報だろ,Eso es información personal.,Isso é informação pessoal.,Itu informasi pribadi.,그건 개인정보잖아.,Bu özel bilgi.
L019,S019,65433,68300,00:01:05:13,Why should I tell you?,なんでお前に教えなきゃいけない,¿Por qué tendría que decírselo?,Por que eu teria que te dizer?,Kenapa aku harus memberitahumu?,내가 왜 너한테 말해야 하지?,Sana neden söyleyeyim?
L020,S020,68300,72633,00:01:08:09,Why do you want to know where I live?,なんで俺の家を知りたいんだ？,¿Por qué quiere saber dónde vivo?,Por que você quer saber onde eu moro?,Kenapa kamu ingin tahu aku tinggal di mana?,왜 내가 어디 사는지 알고 싶은 거야?,Nerede yaşadığımı neden bilmek istiyorsun?
L021,S021,72633,76267,00:01:12:19,So I can tell you which train to take.,どの電車に乗るかご案内するためです,Para poder decirle qué tren tomar.,Para eu poder dizer qual trem o senhor deve pegar.,Supaya saya bisa memberi tahu Anda harus naik kereta yang mana.,어떤 전철을 타셔야 하는지 알려드리기 위해서입니다.,Hangi trene binmeniz gerektiğini söyleyebilmem için.
L022,S022,76267,80667,00:01:16:08,Why are you telling me about trains?,なんで電車に案内するんだ？,¿Por qué me habla de trenes?,Por que você está me falando de trem?,Kenapa kamu bicara soal kereta kepadaku?,왜 자꾸 전철 얘기를 하는 거야?,Neden bana trenlerden bahsediyorsun?
L023,S023,80667,83667,00:01:20:20,Because you asked me.,あなたが尋ねてきたからです,Porque usted me lo preguntó.,Porque o senhor me perguntou.,Karena Anda yang bertanya.,손님께서 물어보셨기 때문입니다.,Çünkü bana siz sordunuz.
L024,S024,83667,87100,00:01:23:20,Right. I forgot.,そうだった、忘れてた,Cierto. Lo olvidé.,É mesmo. Esqueci.,Benar juga. Aku lupa.,"아, 맞다. 잊고 있었네.",Doğru. Unuttum.
L025,S025,87100,90633,00:01:27:03,So which train should I take?,それで、どの電車に乗ればいい？,"Entonces, ¿qué tren debo tomar?","Então, qual trem eu devo pegar?","Jadi, aku harus naik kereta yang mana?",그래서 난 무슨 전철을 타야 하지?,"Peki, hangi trene binmeliyim?"
L026,S026,90633,95367,00:01:30:19,Hurry up. You are slow at your job.,早く教えろ、君は仕事が遅いな,Dese prisa. Es muy lento en su trabajo.,Anda logo. Você é lento no seu trabalho.,Cepatlah. Kamu lambat sekali dalam bekerja.,빨리 말해. 너 일 참 느리다.,Çabuk ol. İşinde çok yavaştın.
L027,S027,95367,98433,00:01:35:11,Then where is your home?,では、ご自宅はどこにありますか？,"Entonces, ¿dónde está su casa?","Então, onde fica a sua casa?","Kalau begitu, rumah Anda di mana?",그럼 댁이 어디에 있나요?,"Peki, eviniz nerede?"
L028,S028,98433,102033,00:01:38:13,That is why I am asking you.,それが分からんから聞いてるんだ,Por eso se lo estoy preguntando.,É por isso que estou te perguntando.,Itu sebabnya aku bertanya kepadamu.,그래서 너한테 묻고 있잖아.,Zaten bu yüzden sana soruyorum.
L029,S029,102033,106767,00:01:42:01,I want to know too. Where is my house?,俺も知りたい、俺の家はどこだ？,Yo también quiero saberlo. ¿Dónde está mi casa?,Eu também quero saber. Onde fica a minha casa?,Aku juga ingin tahu. Rumahku di mana?,나도 알고 싶어. 내 집이 어디지?,Ben de bilmek istiyorum. Benim evim nerede?
L030,S030,106767,110367,00:01:46:23,"You really know, do you not?",お前、本当は知ってるんだろ,"Usted sí lo sabe, ¿no?","Você sabe sim, não sabe?","Kamu sebenarnya tahu, kan?",너 사실 알고 있지?,"Aslında biliyorsun, değil mi?"
L031,S031,110367,114300,00:01:50:11,You are hiding it on purpose.,わざと教えないんだな,Lo está ocultando a propósito.,Você está escondendo de propósito.,Kamu sengaja menyembunyikannya.,일부러 숨기고 있구나.,Bunu bilerek saklıyorsun.
L032,S032,114300,117967,00:01:54:09,No. I really do not know.,いいえ、本当に知りません,No. De verdad no lo sé.,Não. Eu realmente não sei.,Tidak. Saya benar-benar tidak tahu.,아니요. 정말 모릅니다.,Hayır. Gerçekten bilmiyorum.
L033,S033,117967,120700,00:01:57:29,Why do you not know?,なんで知らないんだ？,¿Por qué no lo sabe?,Por que você não sabe?,Kenapa kamu tidak tahu?,왜 모르는 거야?,Neden bilmiyorsun?
L034,S034,120700,124367,00:02:00:21,"You are a station worker, right?",お前は駅員だろ？,"Usted es empleado de la estación, ¿verdad?","Você é funcionário da estação, não é?","Kamu petugas stasiun, kan?",너 역무원 맞지?,"Sen istasyon görevlisisin, değil mi?"
L035,S035,124367,127767,00:02:04:11,You should know everything around here.,この辺のことは全部知ってるはずだ,Debería saber todo lo de por aquí.,Você devia saber tudo por aqui.,Kamu seharusnya tahu semua yang ada di sekitar sini.,이 근처 일은 전부 알고 있어야 하는 거 아냐?,Buralardaki her şeyi biliyor olman gerek.
L036,S036,127767,131567,00:02:07:23,I can guide you about trains and lines.,電車や路線のご案内はできます,Puedo orientarlo sobre trenes y líneas.,Posso orientá-lo sobre trens e linhas.,Saya bisa membantu soal kereta dan jalur.,전철과 노선에 대해서는 안내해 드릴 수 있습니다.,Trenler ve hatlar hakkında size yardımcı olabilirim.
L037,S037,131567,135700,00:02:11:17,But I do not know where your home is.,しかし、お客様のご自宅は分かりません,Pero no sé dónde está su casa.,Mas eu não sei onde fica a sua casa.,Tapi saya tidak tahu rumah Anda ada di mana.,하지만 손님 댁이 어디 있는지는 모릅니다.,Ama evinizin nerede olduğunu bilmiyorum.
L038,S038,135700,138033,00:02:15:21,Useless.,役に立たないな,Inútil.,Inútil.,Tidak berguna.,쓸모없군.,İşe yaramaz.
L039,S039,138033,141800,00:02:18:01,Are you really a station worker?,それでも駅員か,¿De verdad es empleado de la estación?,Você é mesmo funcionário da estação?,Kamu benar-benar petugas stasiun?,너 정말 역무원 맞아?,Sen gerçekten istasyon görevlisi misin?
L040,S040,141800,145433,00:02:21:24,I need a destination to guide you.,ご案内には目的地が必要です,Necesito un destino para poder orientarlo.,Eu preciso de um destino para poder orientá-lo.,Saya butuh tujuan untuk bisa membantu Anda.,안내를 하려면 목적지가 필요합니다.,Size yol gösterebilmem için bir varış yeri lazım.
L041,S041,145433,148500,00:02:25:13,Do you have a smartphone?,スマートフォンはお持ちですか？,¿Tiene un smartphone?,O senhor tem um smartphone?,Apa Anda punya smartphone?,스마트폰은 가지고 계신가요?,Akıllı telefonunuz var mı?
L042,S042,148500,153233,00:02:28:15,"If you call your family, they may know where your home is.",ご家族に連絡すれば、ご自宅の場所が分かるかもしれません,"Si llama a su familia, quizá sepan dónde está su casa.","Se ligar para a sua família, eles talvez saibam onde fica a sua casa.","Kalau Anda menghubungi keluarga, mungkin mereka tahu rumah Anda ada di mana.",가족에게 연락하면 집이 어디인지 알 수도 있습니다.,"Ailenizi ararsanız, evinizin nerede olduğunu biliyor olabilirler."
L043,S043,153233,155467,00:02:33:07,Family?,家族だと？,¿Familia?,Família?,Keluarga?,가족이라고?,Aile mi?
L044,S044,155467,158467,00:02:35:14,You want my daughter's number?,お前、娘の連絡先を知りたいのか？,¿Quiere el número de mi hija?,Você quer o número da minha filha?,Kamu mau nomor putriku?,내 딸 번호를 알고 싶은 거냐?,Kızımın numarasını mı istiyorsun?
L045,S045,158467,162667,00:02:38:14,No. I only want to confirm your address.,いいえ、ご自宅の場所を確認するためです,No. Solo quiero confirmar su dirección.,Não. Eu só quero confirmar o seu endereço.,Tidak. Saya hanya ingin memastikan alamat Anda.,아니요. 주소를 확인하려는 것뿐입니다.,Hayır. Sadece adresinizi doğrulamak istiyorum.
L046,S046,162667,167700,00:02:42:20,Shut up. I will never give you my daughter's number.,ふざけるな、絶対に娘の連絡先は教えんぞ,Cállese. Jamás le daré el número de mi hija.,Cala a boca. Eu nunca vou te dar o número da minha filha.,Diam. Aku tidak akan pernah memberimu nomor putriku.,닥쳐. 내 딸 번호는 절대 안 알려 준다.,Kapa çeneni. Kızımın numarasını sana asla vermem.
L047,S047,167700,173833,00:02:47:21,Then can you check it yourself?,では、ご自身で確認できますか？,"Entonces, ¿puede comprobarlo usted mismo?",Então o senhor pode verificar isso sozinho?,"Kalau begitu, apa Anda bisa memeriksanya sendiri?",그럼 직접 확인해 보실 수 있나요?,O zaman kendiniz kontrol edebilir misiniz?
L048,S048,173833,175800,00:02:53:25,Nothing.,ない,Nada.,Nada.,Tidak ada.,없어.,Yok.
L049,S049,175800,179767,00:02:55:24,There is not a single contact in here.,連絡先が一つも入ってない,No hay ni un solo contacto aquí.,Não tem um único contato aqui.,Tidak ada satu pun kontak di sini.,연락처가 하나도 없잖아.,Burada tek bir kişi bile kayıtlı değil.
L050,S050,179767,182667,00:02:59:23,Did you delete them?,もしかして、お前が消したのか？,¿Usted los borró?,Foi você que apagou?,Jangan-jangan kamu yang menghapusnya?,혹시 네가 지운 거냐?,Onları sen mi sildin?
L051,S051,182667,186267,00:03:02:20,No. I have not touched your phone.,いいえ、お客様のスマートフォンには触れておりません,No. No he tocado su teléfono.,Não. Eu não toquei no seu celular.,Tidak. Saya tidak menyentuh ponsel Anda.,아니요. 손님 스마트폰에는 손도 대지 않았습니다.,Hayır. Telefonunuza hiç dokunmadım.
L052,S052,186267,190033,00:03:06:08,I cannot help you any further here.,こちらではこれ以上ご案内ができません,Ya no puedo ayudarlo más aquí.,Não posso ajudá-lo mais aqui.,Saya tidak bisa membantu Anda lebih jauh lagi di sini.,여기서는 더 이상 도와드릴 수 없습니다.,Burada size artık daha fazla yardımcı olamam.
L053,S053,190033,195100,00:03:10:01,Why do not you ask at the nearby police box?,お近くの交番で相談されてはいかがでしょうか,¿Por qué no pregunta en el koban que está cerca?,Por que o senhor não pergunta no koban aqui perto?,Kenapa Anda tidak bertanya di pos polisi terdekat?,근처 파출소에서 물어보시는 게 어떠실까요?,Neden yakındaki karakola sormuyorsunuz?
L054,S054,195100,197567,00:03:15:03,Police box?,交番だと？,¿Koban?,Koban?,Pos polisi?,파출소?,Karakol mu?
L055,S055,197567,201333,00:03:17:17,Why do I have to go to the police?,なんで警察に行かなきゃいけない,¿Por qué tengo que ir a la policía?,Por que eu tenho que ir para a polícia?,Kenapa aku harus pergi ke polisi?,내가 왜 경찰에 가야 하지?,Neden polise gitmek zorundayım?
L056,S056,201333,204333,00:03:21:10,To confirm your address.,住所を確認するためです,Para confirmar su dirección.,Para confirmar o seu endereço.,Untuk memastikan alamat Anda.,주소를 확인하기 위해서입니다.,Adresinizi doğrulamak için.
L057,S057,204333,207333,00:03:24:10,I did nothing wrong.,何も悪いことはしていないぞ,No he hecho nada malo.,Eu não fiz nada de errado.,Aku tidak melakukan kesalahan apa pun.,난 아무 잘못도 안 했어.,Ben yanlış bir şey yapmadım.
L058,S058,207333,210700,00:03:27:10,Why are you calling the police?,なんで警察を呼ぶんだ,¿Por qué está llamando a la policía?,Por que você está chamando a polícia?,Kenapa kamu memanggil polisi?,왜 경찰을 부르는 거야?,Neden polisi çağırıyorsun?
L059,S059,210700,214700,00:03:30:21,Are you treating me like a criminal?,俺を犯人扱いする気か,¿Me está tratando como a un criminal?,Você está me tratando como um criminoso?,Apa kamu menganggapku seperti penjahat?,나를 범죄자 취급하는 거냐?,Bana suçluymuşum gibi mi davranıyorsun?
L060,S060,214700,217700,00:03:34:21,That is not my intention.,そのような意図はございません,Esa no es mi intención.,Essa não é a minha intenção.,Itu bukan maksud saya.,그런 의도는 없습니다.,Niyetim bu değil.
L061,S061,217700,222100,00:03:37:21,Shut up. Just tell me the train.,うるさい、いいから電車を教えろ,Cállese. Solo dígame qué tren.,Cala a boca. Só me diga qual é o trem.,Diam. Bilang saja keretanya.,닥치고 그냥 전철이나 말해.,Kapa çeneni. Sadece treni söyle.
L062,S062,222100,225067,00:03:42:03,That is your job.,それが仕事だろ,Ese es su trabajo.,Esse é o seu trabalho.,Itu kan pekerjaanmu.,그게 네 일이잖아.,Bu senin işin.
L063,S063,225067,227200,00:03:45:02,Certainly.,かしこまりました,Claro.,Claro.,Baik.,알겠습니다.,Elbette.
L064,S064,227200,232767,00:03:47:06,（I am too tired for this. I will just put him on random train.）,もう疲れた、適当な電車に乗せてしまおう,(Ya estoy muy cansado de esto. Lo subiré a cualquier tren.),(Já estou cansado disso. Vou colocar esse cara em qualquer trem.),(Aku sudah terlalu lelah untuk ini. Akan aku masukkan dia ke kereta mana saja.),(이젠 너무 지쳤다. 그냥 아무 전철에나 태워 버리자.),(Buna artık çok yoruldum. Onu rastgele bir trene bindireceğim.)
L065,S065,232767,236033,00:03:52:23,Please take that train over there.,それでは、あちらの電車にご乗車ください,"Por favor, tome ese tren de allí.","Por favor, pegue aquele trem ali.",Silakan naik kereta yang di sana.,그럼 저쪽 전철을 타십시오.,Lütfen şuradaki trene binin.
L066,S066,236033,243167,00:03:56:01,"If you knew, you should have said so first.",わかっているなら最初からそう言え,"Si lo sabía, debió decirlo desde el principio.","Se você sabia, devia ter dito isso desde o começo.","Kalau kamu tahu, seharusnya dari awal bilang begitu.",알고 있었으면 처음부터 그렇게 말하지 그랬어.,Biliyorsan baştan söyleseydin ya.
L067,S067,243167,246233,00:04:03:05,Where is that train going?,あの電車、どこ行きだ？,¿A dónde va ese tren?,Para onde vai aquele trem?,Kereta itu menuju ke mana?,저 전철은 어디로 가지?,O tren nereye gidiyor?
L068,S068,246233,249600,00:04:06:07,"Well, anywhere is fine.",まあどこでもいいか,"Bueno, da igual adónde vaya.","Bom, qualquer lugar serve.","Ya sudah, ke mana pun tidak masalah.","뭐, 어디든 상관없겠지.","Neyse, nereye gittiği fark etmez."
