line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L037,S037,132833,136467,00:02:12:25,But that was a lesson for the baby.,だがこれは赤ちゃんに対する教育なのだ,Ama bu bebek için bir dersti.,Mas isso foi uma lição para o bebê.,Tapi ini pelajaran untuk bayi itu.,하지만 이건 아기에게 주는 교육이다.,Ama bu bebek için bir dersti.
L038,S038,136467,140300,00:02:16:14,Crying won't solve anything.,泣いて解決すると思うな,Ağlamak hiçbir şeyi çözmez.,Chorar não vai resolver nada.,Menangis tidak akan menyelesaikan apa pun.,운다고 해서 해결되는 건 없어.,Ağlamak hiçbir şeyi çözmez.
L039,S039,140300,147000,00:02:20:09,You'll grow up to be a terrible adult.,ろくな大人にならんぞ,Büyüyünce berbat bir yetişkin olacaksın.,Você vai crescer e virar um adulto horrível.,Kamu akan tumbuh jadi orang dewasa yang payah.,너는 커서 형편없는 어른이 될 거야.,Büyüyünce berbat bir yetişkin olacaksın.
L040,S040,147000,149867,00:02:27:00,"Hm? Hey, you.",ん？おいお前,"Hm? Hey, sen.","Hm? Ei, você.","Hm? Hei, kamu.","응? 야, 너.","Hm? Hey, sen."
L041,S041,149867,151600,00:02:29:26,Yes?,はい,Evet?,Sim?,Ya?,네?,Evet?
L042,S042,151600,154367,00:02:31:18,What's this red button?,この赤いボタンは何だ,Bu kırmızı düğme de ne?,O que é esse botão vermelho?,Tombol merah ini apa?,이 빨간 버튼은 뭐야?,Bu kırmızı düğme de ne?
L043,S043,154367,157800,00:02:34:11,You press it when you want to get off.,降りたい時に押すボタンです,İnmek istediğinizde ona basarsınız.,É o botão que você aperta quando quer descer.,Itu tombol yang ditekan saat Anda ingin turun.,내리고 싶을 때 누르는 버튼입니다.,İnmek istediğinizde ona basarsınız.
L044,S044,157800,161033,00:02:37:24,What happens when I press it?,押すとどうなる,Basınca ne oluyor?,O que acontece quando eu aperto?,Apa yang terjadi kalau aku menekannya?,누르면 어떻게 되는데?,Basınca ne oluyor?
L045,S045,161033,164467,00:02:41:01,Then the bus stops at the next stop.,次の停留所でバスが止まります,O zaman otobüs bir sonraki durakta durur.,Aí o ônibus para no próximo ponto.,Kalau begitu bus akan berhenti di halte berikutnya.,그러면 다음 정류장에서 버스가 멈춥니다.,O zaman otobüs bir sonraki durakta durur.
L046,S046,164467,167667,00:02:44:14,Does it really stop?,本当に止まるのか,Gerçekten duruyor mu?,Ele realmente para?,Benar-benar berhenti?,정말 멈추는 거야?,Gerçekten duruyor mu?
L047,S047,167667,170000,00:02:47:20,Let me try it.,試しに押してみよう,Bir deneyeyim.,Deixa eu testar.,Coba aku tekan.,시험 삼아 눌러 보자.,Bir deneyeyim.
L048,S048,170000,173400,00:02:50:00,Only press it when you're getting off.,降りる時にしか押してはいけません,Sadece ineceğiniz zaman basın.,Aperte só quando for descer.,Tekan hanya saat Anda akan turun.,내릴 때만 누르셔야 합니다.,Sadece ineceğiniz zaman basın.
L049,S049,173400,185467,00:02:53:12,Shut up. Don't tell me what to do.,うるさい 俺に指図するな,Kes sesini. Bana ne yapacağımı söyleme.,Cala a boca. Não me diga o que fazer.,Diam. Jangan suruh-suruh aku.,시끄러워. 나한테 이래라저래라 하지 마.,Kes sesini. Bana ne yapacağımı söyleme.
L050,S050,185467,188100,00:03:05:14,Anyone getting off?,降りる方いませんか,İnen var mı?,Alguém vai descer?,Ada yang turun?,내리실 분 계신가요?,İnen var mı?
L051,S051,188100,191633,00:03:08:03,"Alright, we're leaving.",発車します,"Tamam, kalkıyoruz.","Certo, vamos sair.","Baik, kita berangkat.","좋습니다, 출발하겠습니다.","Tamam, kalkıyoruz."
L052,S052,191633,195800,00:03:11:19,Wow. It really stopped.,おお 本当に止まった,Vay. Gerçekten durdu.,Nossa. Ele realmente parou.,Wah. Benar-benar berhenti.,오오. 진짜 멈췄네.,Vay. Gerçekten durdu.
L053,S053,195800,198867,00:03:15:24,This is getting fun.,楽しくなってきた,Bu eğlenceli olmaya başladı.,Isso está ficando divertido.,Ini mulai terasa menyenangkan.,점점 재밌어지는데.,Bu eğlenceli olmaya başladı.
L054,S054,198867,203033,00:03:18:26,Please stop. You're bothering everyone.,迷惑なのでやめてください,Lütfen durun. Herkesi rahatsız ediyorsunuz.,"Por favor, pare. O senhor está incomodando todo mundo.",Tolong berhenti. Anda mengganggu semua orang.,민폐니까 그만해 주세요. 모두가 불편해하고 있습니다.,Lütfen durun. Herkesi rahatsız ediyorsunuz.
L055,S055,203033,207033,00:03:23:01,"So if I press it again, it stops again?",もう一回押したらまた止まるのか,Yani tekrar basarsam yine duruyor mu?,"Então se eu apertar de novo, ele para de novo?","Jadi kalau aku tekan lagi, busnya berhenti lagi?",그럼 한 번 더 누르면 또 멈추는 거야?,Yani tekrar basarsam yine duruyor mu?
L056,S056,207033,209600,00:03:27:01,Don't press it.,押さないでください,Basmayın.,Não aperte.,Jangan ditekan.,누르지 마세요.,Basmayın.
L057,S057,209600,212667,00:03:29:18,I'll check one more time.,もう一度確認する,Bir kez daha kontrol edeceğim.,Vou confirmar mais uma vez.,Aku akan cek sekali lagi.,한 번만 더 확인해 보자.,Bir kez daha kontrol edeceğim.
L058,S058,212667,221733,00:03:32:20,I'm a careful man.,俺は慎重な男なんだ,Ben dikkatli bir adamım.,Eu sou um homem cuidadoso.,Aku ini orang yang hati-hati.,난 신중한 사람이거든.,Ben dikkatli bir adamım.
L059,S059,221733,225267,00:03:41:22,"Sir, please stop.",お客様 やめてください,"Beyefendi, lütfen durun.","Senhor, por favor, pare.","Pak, tolong berhenti.","손님, 제발 그만해 주세요.","Beyefendi, lütfen durun."
L060,S060,225267,229100,00:03:45:08,I really can't be late today!,今日は絶対に遅れられないんだ,Bugün gerçekten geç kalamam!,Hoje eu realmente não posso me atrasar!,Hari ini aku benar-benar tidak boleh terlambat!,오늘은 정말 늦으면 안 된단 말이야!,Bugün gerçekten geç kalamam!
L061,S061,229100,234300,00:03:49:03,That's why we keep stopping. You're making us late.,だから毎回止まって遅くなるんです,İşte bu yüzden sürekli duruyoruz. Bizi geç bırakıyorsunuz.,É por isso que estamos parando toda hora. O senhor está nos atrasando.,Makanya kita jadi berhenti terus dan terlambat. Anda yang membuat kita terlambat.,그래서 계속 멈춰서 늦어지는 겁니다. 손님 때문에 저희가 늦고 있어요.,İşte bu yüzden sürekli duruyoruz. Bizi geç bırakıyorsunuz.
L062,S062,234300,237967,00:03:54:09,Shut up. Stay out of my way.,うるさい 邪魔をするな,Kes sesini. Yolumdan çekil.,Cala a boca. Não fique no meu caminho.,Diam. Jangan ganggu aku.,시끄러워. 내 앞길 막지 마.,Kes sesini. Yolumdan çekil.
L063,S063,237967,241333,00:03:57:29,Please get off at the next stop.,次の停留所で降りてください,Lütfen bir sonraki durakta inin.,"Por favor, desça no próximo ponto.",Tolong turun di halte berikutnya.,다음 정류장에서 내려 주세요.,Lütfen bir sonraki durakta inin.
L064,S064,241333,245067,00:04:01:10,My stop is two stops from now.,降りるのは2つ先の停留所だ,Benim durağım iki durak sonra.,Meu ponto é daqui a dois pontos.,Halteku masih dua halte lagi.,내릴 곳은 두 정거장 뒤야.,Benim durağım iki durak sonra.
L065,S065,245067,250533,00:04:05:02,That doesn't matter. Please get off at the next stop.,関係ありません 次で降りてください,Bu önemli değil. Lütfen bir sonraki durakta inin.,"Isso não importa. Por favor, desça no próximo ponto.",Itu tidak penting. Tolong turun di halte berikutnya.,상관없습니다. 다음 정류장에서 내려 주세요.,Bu önemli değil. Lütfen bir sonraki durakta inin.
L066,S066,250533,253800,00:04:10:16,Stop harassing me!,嫌がらせをするな,Bana taciz etmeyi bırak!,Pare de me importunar!,Berhenti menggangguku!,나한테 괴롭히는 짓 그만해!,Bana taciz etmeyi bırak!
L067,S067,253800,256367,00:04:13:24,That's my line.,こちらのセリフです,O lafı ben söyleyeceğim.,Essa fala é minha.,Itu seharusnya ucapanku.,그건 내가 할 말입니다.,O lafı ben söyleyeceğim.
L068,S068,256367,263367,00:04:16:11,"I won't press it again, so please don't make me get off!",もう押さないから降ろさないでくれ,"Bir daha basmayacağım, ne olur beni indirmeyin!","Eu não vou apertar de novo, então por favor não me façam descer!","Aku tidak akan menekannya lagi, jadi tolong jangan suruh aku turun!",이제 안 누를 테니까 제발 내리게 하진 말아 줘!,"Bir daha basmayacağım, ne olur beni indirmeyin!"
