line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L011,S011,47300,51900,00:00:47:09,"One day, John was working at the company.",ある日ジョンは会社で働いていた,"Un día, John estaba trabajando en la empresa.","Um dia, John estava trabalhando na empresa.","Suatu hari, John sedang bekerja di kantor.",어느 날 존은 회사에서 일하고 있었다.,Bir gün John şirkette çalışıyordu.
L012,S012,51900,55833,00:00:51:27,He was supposed to focus on his work.,本当なら仕事に集中する時間だった,Se suponía que debía concentrarse en su trabajo.,Era para ele estar concentrado no trabalho.,Seharusnya dia sedang fokus pada pekerjaannya.,원래라면 일에 집중해야 할 시간이었다.,Aslında işine odaklanması gereken bir zamandı.
L013,S013,55833,58667,00:00:55:25,Then his phone rang.,そんな時スマホが鳴った,Entonces sonó su teléfono.,"Nessa hora, o celular dele tocou.",Lalu ponselnya berbunyi.,그때 스마트폰이 울렸다.,Tam o sırada telefonu çaldı.
L014,S014,58667,63600,00:00:58:20,It was a notification from that social media app.,例のSNSから通知が来ていた,Era una notificación de esa aplicación de redes sociales.,Era uma notificação daquele aplicativo de rede social.,Itu adalah notifikasi dari aplikasi media sosial itu.,그 SNS 앱에서 온 알림이었다.,O sosyal medya uygulamasından bir bildirim gelmişti.
L015,S015,63600,67633,00:01:03:18,It told him to post a photo right now.,今すぐ写真を投稿しろという通知だった,Le decía que publicara una foto en ese mismo momento.,A notificação dizia para ele postar uma foto naquele exato momento.,Notifikasi itu menyuruhnya mengunggah foto saat itu juga.,지금 당장 사진을 올리라는 알림이었다.,Bildirim ona hemen şimdi bir fotoğraf paylaşmasını söylüyordu.
L016,S016,67633,70900,00:01:07:19,He had only two minutes.,制限時間はたったの2分,Solo tenía dos minutos.,Ele tinha apenas dois minutos.,Dia hanya punya dua menit.,제한 시간은 단 2분이었다.,Sadece iki dakikası vardı.
L017,S017,70900,75733,00:01:10:27,John thought being young was harder than he expected.,若者の世界は思ったより厳しいと思った,John pensó que ser joven era más difícil de lo que esperaba.,John achou que ser jovem era mais difícil do que imaginava.,John berpikir bahwa menjadi muda ternyata lebih sulit daripada yang dia bayangkan.,존은 젊은이들의 세계가 생각보다 훨씬 힘들다고 느꼈다.,John genç olmanın düşündüğünden daha zor olduğunu düşündü.
L018,S018,75733,80967,00:01:15:22,"If he didn't post now, he would fall behind the times.",今投稿しなければ時代に置いていかれる,"Si no publicaba en ese momento, se quedaría atrás de los tiempos.","Se não postasse naquele momento, ficaria para trás.","Kalau dia tidak mengunggah sekarang, dia akan tertinggal oleh zaman.",지금 올리지 않으면 시대에 뒤처질 것 같았다.,Şimdi paylaşmazsa zamanın gerisinde kalacaktı.
L019,S019,80967,84300,00:01:20:29,John truly believed that.,ジョンは本気でそう思った,John realmente lo creía.,John realmente acreditou nisso.,John sungguh percaya akan hal itu.,존은 진심으로 그렇게 믿었다.,John buna gerçekten inanıyordu.
L020,S020,84300,87433,00:01:24:09,So he stopped working.,そして仕事の手を止めた,Así que dejó de trabajar.,Então ele parou de trabalhar.,Jadi dia berhenti bekerja.,그래서 일을 멈췄다.,Bu yüzden çalışmayı bıraktı.
L021,S021,87433,91767,00:01:27:13,John held his phone in front of his face.,ジョンはスマホを顔の前に構えた,John sostuvo su teléfono frente a su cara.,John ergueu o celular diante do rosto.,John mengangkat ponselnya di depan wajahnya.,존은 스마트폰을 얼굴 앞에 들었다.,John telefonunu yüzünün önünde tuttu.
L022,S022,91767,95233,00:01:31:23,He forgot that he was at work.,仕事中だということは頭から消えていた,Se olvidó de que estaba en el trabajo.,Ele tinha até esquecido que estava no trabalho.,Dia lupa bahwa dia sedang bekerja.,자기가 근무 중이라는 사실은 머릿속에서 완전히 사라져 있었다.,İş yerinde olduğunu tamamen unutmuştu.
L023,S023,95233,99100,00:01:35:07,He took the photo from a little above.,少し上から撮った,Tomó la foto desde un poco arriba.,Ele tirou a foto de um ângulo um pouco mais alto.,Dia mengambil foto dari sedikit lebih atas.,그는 약간 위에서 사진을 찍었다.,Fotoğrafı biraz yukarıdan çekti.
L024,S024,99100,103567,00:01:39:03,He showed only half of his face on purpose.,顔はあえて半分だけ映した,"A propósito, mostró solo la mitad de su cara.","De propósito, mostrou só metade do rosto.",Dia sengaja hanya menampilkan setengah wajahnya.,일부러 얼굴은 반만 나오게 했다.,Yüzünün yalnızca yarısını bilerek gösterdi.
L025,S025,103567,107700,00:01:43:17,He thought that alone made him look young.,それだけで若者っぽくなると思っていた,Pensó que solo con eso ya se vería joven.,Ele achava que só isso já fazia ele parecer jovem.,"Dia pikir, hanya dengan itu saja dia akan terlihat muda.",그것만으로도 젊어 보일 거라고 생각했다.,Sadece bunun bile onu genç göstereceğini düşünüyordu.
L026,S026,107700,111467,00:01:47:21,He thought it was a very good photo.,本人はかなり良い写真だと思っていた,Pensó que era una foto muy buena.,Ele achou que era uma foto muito boa.,Dia pikir itu foto yang sangat bagus.,본인은 꽤 잘 나온 사진이라고 생각했다.,Bunun çok iyi bir fotoğraf olduğunu düşünüyordu.
L027,S027,111467,116800,00:01:51:14,He even thought young people could never have that kind of depth.,若者には出せない深みがあるとさえ思っていた,Incluso pensó que los jóvenes jamás podrían tener ese tipo de profundidad.,Ele chegou até a pensar que os jovens nunca poderiam ter aquele tipo de profundidade.,Dia bahkan berpikir bahwa anak-anak muda tidak akan pernah bisa memiliki kedalaman seperti itu.,젊은이들에게는 절대 나올 수 없는 깊이까지 있다고 생각했다.,Hatta gençlerin asla böyle bir derinliğe sahip olamayacağını bile düşünüyordu.
L028,S028,116800,120767,00:01:56:24,John happily pressed the post button.,ジョンは満足そうに投稿ボタンを押した,"John, satisfecho, pulsó el botón de publicar.",John apertou satisfeito o botão de postar.,John dengan puas menekan tombol unggah.,존은 만족스러운 표정으로 게시 버튼을 눌렀다.,John memnun bir şekilde paylaş düğmesine bastı.
L029,S029,120767,123733,00:02:00:23,"Look at me, world.",世界よ 俺を見ろ,"Mírenme, mundo.","Olhem para mim, mundo.","Lihatlah aku, wahai dunia.","세상이여, 나를 봐라.","Bana bak, dünya."
L030,S030,123733,127967,00:02:03:22,John's real life was now out in the world.,ジョンのリアルは世界へ公開された,La vida real de John ya estaba en el mundo.,A vida real de John agora estava exposta para o mundo.,Kehidupan nyata John kini sudah terbuka untuk dunia.,존의 리얼은 이제 세상에 공개되었다.,John'un gerçek hayatı artık dünyaya açılmıştı.
L031,S031,127967,132200,00:02:07:29,"Before bed, John opened his phone.",ジョンは寝る前にスマホを開いた,"Antes de dormir, John abrió su teléfono.","Antes de dormir, John abriu o celular.","Sebelum tidur, John membuka ponselnya.",존은 잠들기 전에 스마트폰을 열었다.,Yatmadan önce John telefonunu açtı.
L032,S032,132200,138167,00:02:12:06,He could not stop thinking about the photo he had posted that day.,昼間に投稿した写真がずっと気になっていた,No podía dejar de pensar en la foto que había publicado ese día.,Ele não conseguia parar de pensar na foto que tinha postado naquele dia.,Dia tidak bisa berhenti memikirkan foto yang dia unggah siang tadi.,낮에 올린 사진이 계속 신경 쓰였다.,Gündüz paylaştığı fotoğraf aklından çıkmıyordu.
L033,S033,138167,142200,00:02:18:05,John sat on his bed and opened the app.,ジョンはベッドに座りスマホを開いた,John se sentó en la cama y abrió la aplicación.,John sentou na cama e abriu o aplicativo.,John duduk di tempat tidurnya dan membuka aplikasinya.,존은 침대에 앉아 스마트폰을 열었다.,John yatağına oturdu ve uygulamayı açtı.
L034,S034,142200,146867,00:02:22:06,There were a lot of notifications on the screen.,画面には大量の通知が並んでいた,Había muchas notificaciones en la pantalla.,Havia muitas notificações na tela.,Ada banyak notifikasi di layar.,화면에는 수많은 알림이 떠 있었다.,Ekranda çok sayıda bildirim vardı.
L035,S035,146867,150700,00:02:26:26,More and more people were watching it.,見ている人もどんどん増え続けていた,Cada vez más gente la estaba viendo.,Cada vez mais pessoas continuavam vendo aquilo.,Semakin banyak orang terus melihatnya.,보는 사람도 점점 더 늘어나고 있었다.,Bakan insanların sayısı da giderek artıyordu.
L036,S036,150700,154967,00:02:30:21,John thought his time had finally come.,ジョンは自分の時代が来たと思った,John pensó que por fin había llegado su momento.,John pensou que finalmente a sua hora tinha chegado.,John berpikir akhirnya masanya telah tiba.,존은 드디어 자기 시대가 왔다고 생각했다.,John sonunda kendi zamanının geldiğini düşündü.
L037,S037,154967,158767,00:02:34:29,John thought he had become popular.,ジョンは自分が人気者になったと思った,John pensó que se había vuelto popular.,John achou que tinha se tornado popular.,John berpikir bahwa dirinya telah menjadi populer.,존은 자기가 인기인이 되었다고 생각했다.,John popüler biri olduğunu düşündü.
L038,S038,158767,163133,00:02:38:23,But people were not looking at John's face.,しかし人々が見ていたのはジョンの顔ではなかった,Pero la gente no estaba mirando la cara de John.,Mas as pessoas não estavam olhando para o rosto de John.,Tetapi orang-orang tidak sedang melihat wajah John.,하지만 사람들이 보고 있던 것은 존의 얼굴이 아니었다.,Ama insanların baktığı şey John'un yüzü değildi.
L039,S039,163133,167933,00:02:43:04,"The next day, John came to work as usual.",次の日ジョンはいつも通り会社に来た,"Al día siguiente, John fue al trabajo como siempre.","No dia seguinte, John foi trabalhar como de costume.","Keesokan harinya, John datang bekerja seperti biasa.",다음 날 존은 평소처럼 회사에 나왔다.,Ertesi gün John her zamanki gibi işe geldi.
L040,S040,167933,171800,00:02:47:28,But the air in the office felt heavy.,しかし会社の空気は少し重かった,Pero el ambiente en la oficina se sentía pesado.,Mas o clima no escritório parecia um pouco pesado.,Tetapi suasana di kantor terasa agak berat.,하지만 회사 분위기는 조금 무거웠다.,Ama ofisteki hava biraz ağırdı.
L041,S041,171800,175967,00:02:51:24,His manager quietly called him over.,部長は静かにジョンを呼んだ,Su jefe lo llamó en voz baja.,Seu chefe o chamou em silêncio.,Atasannya diam-diam memanggil John.,부장은 조용히 존을 불렀다.,Müdürü onu sessizce yanına çağırdı.
L042,S042,175967,180167,00:02:55:29,Then the manager showed him a phone screen.,そしてスマホの画面を見せた,Luego el jefe le mostró la pantalla de un teléfono.,Então o chefe mostrou a ele a tela de um celular.,Lalu atasannya menunjukkan layar ponsel kepadanya.,그리고 스마트폰 화면을 보여 주었다.,Sonra müdür ona bir telefon ekranı gösterdi.
L043,S043,180167,185200,00:03:00:05,It showed the photo John had posted the day before.,そこには昨日ジョンが投稿した写真が映っていた,En ella aparecía la foto que John había publicado el día anterior.,Nela estava a foto que John tinha postado no dia anterior.,Di sana terlihat foto yang diunggah John kemarin.,거기에는 어제 존이 올린 사진이 떠 있었다.,Ekranda John'un dün paylaştığı fotoğraf vardı.
L044,S044,185200,190400,00:03:05:06,The post had already become a problem within the company.,その投稿はすでに社内で問題になっていた,Esa publicación ya se había convertido en un problema dentro de la empresa.,Aquela postagem já tinha virado um problema dentro da empresa.,Unggahan itu sudah menjadi masalah di dalam perusahaan.,그 게시물은 이미 회사 안에서 문제가 되고 있었다.,O paylaşım şirket içinde çoktan sorun olmuştu.
L045,S045,190400,194967,00:03:10:12,John thought people were talking about his face.,ジョンは自分の顔が話題になっているのだと思った,John pensó que la gente estaba hablando de su cara.,John achou que as pessoas estavam falando do rosto dele.,John berpikir orang-orang sedang membicarakan wajahnya.,존은 자기 얼굴이 화제가 된 줄 알았다.,John insanların onun yüzünden bahsettiğini sandı.
L046,S046,194967,198733,00:03:14:29,Maybe he looked a little too cool.,もしかすると少しかっこよすぎたのかもしれない,Tal vez se veía un poco demasiado genial.,Talvez ele tivesse ficado bonito demais.,Mungkin dia memang terlihat agak terlalu keren.,어쩌면 자기가 조금 너무 멋있게 나온 걸지도 모른다고 생각했다.,Belki de biraz fazla havalı görünmüştü.
L047,S047,198733,202767,00:03:18:22,But the problem was not John's face.,しかし問題はジョンの顔ではなかった,Pero el problema no era la cara de John.,Mas o problema não era o rosto de John.,Tetapi masalahnya bukan wajah John.,하지만 문제는 존의 얼굴이 아니었다.,Ama sorun John'un yüzü değildi.
L048,S048,202767,206933,00:03:22:23,The problem was the background of the photo.,問題は写真の背景だった,El problema era el fondo de la foto.,O problema era o fundo da foto.,Masalahnya adalah latar belakang foto itu.,문제는 사진의 배경이었다.,Sorun fotoğrafın arka planıydı.
L049,S049,206933,211400,00:03:26:28,John looked at the background for the first time.,ジョンはそこで初めて背景を見た,John miró el fondo por primera vez en ese momento.,Foi então que John olhou para o fundo pela primeira vez.,Saat itulah John untuk pertama kalinya melihat latar belakangnya.,존은 그제야 처음으로 배경을 보았다.,John o anda ilk kez arka plana baktı.
L050,S050,211400,215400,00:03:31:12,There was customer data in the photo.,そこには顧客データが映っていた,En la foto aparecían datos de clientes.,Havia dados de clientes na foto.,Di foto itu ada data pelanggan.,거기에는 고객 데이터가 찍혀 있었다.,Fotoğrafta müşteri verileri görünüyordu.
L051,S051,215400,220567,00:03:35:12,Customer names and client company names were visible.,顧客の名前と取引先の会社名が映っていた,Se veían nombres de clientes y nombres de empresas asociadas.,Os nomes dos clientes e os nomes das empresas parceiras estavam visíveis.,Nama pelanggan dan nama perusahaan klien terlihat di sana.,고객 이름과 거래처 회사명이 보였다.,Müşteri adları ve müşteri şirketlerinin isimleri görünüyordu.
L052,S052,220567,226200,00:03:40:17,It was information that should never be shared outside the company.,外に出してはいけない情報だった,Era información que nunca debía compartirse fuera de la empresa.,Eram informações que nunca deveriam ser compartilhadas fora da empresa.,Itu adalah informasi yang sama sekali tidak boleh dibagikan ke luar perusahaan.,절대로 밖으로 나가면 안 되는 정보였다.,"Bu, asla şirket dışına çıkarılmaması gereken bir bilgiydi."
L053,S053,226200,230733,00:03:46:06,John had only been looking at his own face.,ジョンは自分の顔しか見ていなかった,John solo había estado mirando su propia cara.,John só tinha olhado para o próprio rosto.,John hanya melihat wajahnya sendiri.,존은 자기 얼굴만 보고 있었다.,John sadece kendi yüzüne bakmıştı.
L054,S054,230733,234867,00:03:50:22,But he had not posted only his face.,しかしSNSに投稿されたのは顔だけではなかった,Pero no había publicado solo su cara.,Mas não tinha postado só o rosto.,Tetapi yang dia unggah bukan hanya wajahnya.,하지만 SNS에 올라간 것은 얼굴만이 아니었다.,Ama paylaştığı şey sadece yüzü değildi.
L055,S055,234867,239400,00:03:54:26,The background had also been shared with the world.,背景も一緒に世界へ公開されていた,El fondo también había sido compartido con el mundo.,O fundo também tinha sido exposto ao mundo.,Latar belakangnya juga ikut terbuka ke dunia.,배경도 함께 세상에 공개되어 있었다.,Arka plan da dünyayla birlikte paylaşılmıştı.
L056,S056,239400,244367,00:03:59:12,John thought he had only posted his handsome face.,ジョンはかっこいい顔を投稿しただけだと思っていた,John pensaba que solo había publicado su cara guapa.,John achava que só tinha postado o seu rosto bonito.,John berpikir dia hanya mengunggah wajah tampannya.,존은 잘생긴 자기 얼굴만 올린 줄 알았다.,John sadece yakışıklı yüzünü paylaştığını sanıyordu.
L057,S057,244367,249633,00:04:04:11,He thought the background had gotten into the photo by itself.,背景が勝手に映ったのだと考えた,Pensó que el fondo había salido en la foto por sí solo.,Ele achou que o fundo tinha aparecido sozinho na foto.,Dia berpikir latar belakang itu masuk ke foto dengan sendirinya.,배경은 저절로 찍힌 거라고 생각했다.,Arka planın fotoğrafa kendiliğinden girdiğini düşündü.
L058,S058,249633,254633,00:04:09:19,He even thought the phone might be partly to blame.,スマホにも責任があるのではないかとさえ思った,Incluso pensó que tal vez el teléfono también tenía parte de la culpa.,Chegou até a pensar que o celular também podia ter parte da culpa.,Dia bahkan berpikir mungkin ponselnya juga ikut bersalah.,심지어 스마트폰에도 책임이 있는 것 아니냐고 생각했다.,Hatta biraz suçun telefonda da olabileceğini bile düşündü.
L059,S059,254633,259067,00:04:14:19,He had posted on social media during work.,仕事中にSNSへ投稿した,Había publicado en redes sociales durante el trabajo.,Ele tinha postado nas redes sociais durante o trabalho.,Dia telah mengunggah ke media sosial saat sedang bekerja.,그는 근무 중에 SNS에 글을 올렸다.,İş sırasında sosyal medyada paylaşım yapmıştı.
L060,S060,259067,263433,00:04:19:02,He had put customer information online.,顧客情報を外に出した,Había puesto información de clientes en internet.,Ele tinha exposto informações de clientes.,Dia telah menyebarkan informasi pelanggan ke luar.,고객 정보를 외부에 공개했다.,Müşteri bilgilerini dışarıya açmıştı.
L061,S061,263433,267033,00:04:23:13,Both were serious problems.,どちらも重大な問題だった,Ambas eran problemas graves.,As duas coisas eram problemas graves.,Keduanya adalah masalah yang serius.,둘 다 중대한 문제였다.,İkisi de ciddi sorunlardı.
L062,S062,267033,271667,00:04:27:01,John thought he was only copying young people.,ジョンは若者の真似をしただけのつもりだった,John pensó que solo estaba imitando a los jóvenes.,John achava que só estava imitando os jovens.,John berpikir dia hanya sedang meniru anak-anak muda.,존은 그저 젊은이들을 따라 했을 뿐이라고 생각했다.,John sadece gençleri taklit ettiğini düşünüyordu.
L063,S063,271667,275600,00:04:31:20,But that was not something to do at work.,しかしそれは会社でやることではなかった,Pero eso no era algo que se debiera hacer en el trabajo.,Mas aquilo não era algo para se fazer no trabalho.,Tetapi itu bukan hal yang seharusnya dilakukan di tempat kerja.,하지만 그건 회사에서 할 일이 아니었다.,Ama bu iş yerinde yapılacak bir şey değildi.
L064,S064,275600,279167,00:04:35:18,John lost his job that day.,その日ジョンは会社を去ることになった,"Ese día, John perdió su empleo.","Naquele dia, John acabou saindo da empresa.","Hari itu, John kehilangan pekerjaannya.",그날 존은 회사를 떠나게 되었다.,John o gün işini kaybetti.
L065,S065,279167,284233,00:04:39:05,It was too late to promise he would never post again.,もう投稿しないと言っても遅かった,Ya era demasiado tarde para prometer que nunca volvería a publicar.,Já era tarde demais para prometer que nunca mais postaria.,Sudah terlambat meskipun dia berjanji tidak akan mengunggah lagi.,다시는 올리지 않겠다고 해도 이미 늦었다.,Bir daha asla paylaşım yapmayacağına söz verse de artık çok geçti.
L066,S066,284233,289400,00:04:44:07,Showing only half of his face would not fix anything.,顔を半分しか出さないと言っても問題はそこではなかった,Decir que solo mostraría la mitad de su cara no arreglaría nada.,Dizer que mostraria só metade do rosto não resolveria nada.,Mengatakan bahwa dia hanya akan menampilkan setengah wajahnya pun tidak akan menyelesaikan apa pun.,얼굴을 반만 보이게 하겠다고 해도 문제는 거기에 있지 않았다.,Yüzünün sadece yarısını gösterdiğini söylemek hiçbir şeyi düzeltmeyecekti.
L067,S067,289400,294567,00:04:49:12,"Before you post, check if you really should post it.",投稿する前に本当に投稿していいか確認しよう,"Antes de publicar, comprueba si de verdad deberías publicarlo.","Antes de postar, confirme se você realmente deve postar aquilo.","Sebelum mengunggah, pastikan dulu apakah itu benar-benar pantas untuk diunggah.",게시하기 전에 정말 게시해도 되는지 확인하자.,Paylaşmadan önce gerçekten paylaşman gerekip gerekmediğini kontrol et.
L068,S068,294567,298900,00:04:54:17,A photo does not show only your face.,写真に映るのは自分の顔だけではない,Una foto no muestra solo tu cara.,Uma foto não mostra só o seu rosto.,Sebuah foto tidak hanya menampilkan wajahmu.,사진에 찍히는 것은 내 얼굴만이 아니다.,Bir fotoğraf sadece senin yüzünü göstermez.
L069,S069,298900,303467,00:04:58:27,The background may show things you should not show.,背景には見せてはいけないものが映ることがある,En el fondo puede aparecer algo que no deberías mostrar.,O fundo pode mostrar coisas que você não deveria mostrar.,Latar belakang bisa saja menampilkan hal-hal yang seharusnya tidak kamu tunjukkan.,배경에는 보여 주면 안 되는 것이 찍힐 수도 있다.,Arka planda göstermemen gereken şeyler görünebilir.
L070,S070,303467,307867,00:05:03:14,"And if you are at work, the answer is simple.",そして仕事中なら答えはもっと簡単だ,"Y si estás en el trabajo, la respuesta es todavía más simple.","E, se você estiver no trabalho, a resposta é ainda mais simples.","Dan kalau kamu sedang bekerja, jawabannya lebih sederhana lagi.",그리고 근무 중이라면 답은 더 간단하다.,Ve eğer işteysen cevap daha da basittir.
L071,S071,307867,311533,00:05:07:26,Do not post. Do your job.,投稿しない 仕事をする,No publiques. Haz tu trabajo.,Não poste. Trabalhe.,Jangan unggah. Kerjakan pekerjaanmu.,올리지 말고 일을 하자.,Paylaşım yapma. İşini yap.
L072,S072,311533,316600,00:05:11:16,Use your head a little before you use your phone.,スマホを使う前に少しだけ頭を使って考えよう,Usa un poco la cabeza antes de usar el teléfono.,Use um pouco a cabeça antes de usar o celular.,Gunakan sedikit otakmu sebelum menggunakan ponselmu.,스마트폰을 쓰기 전에 먼저 머리를 조금만 써 보자.,Telefonunu kullanmadan önce biraz kafanı kullan.
