line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L013,S013,46633,50300,00:00:46:19,That is not what we are talking about.,今そんなことは話してない,De eso no estamos hablando ahora.,Não é disso que estamos falando agora.,Kita sedang tidak membicarakan itu.,지금 그런 얘기를 하는 게 아니야.,Şu anda konuştuğumuz şey bu değil.
L014,S014,50300,55033,00:00:50:09,"If there is a problem, call the manager right away.",問題が起きたら すぐ店長を呼ぶこと,"Si hay un problema, llama al gerente de inmediato.","Se houver algum problema, chame o gerente imediatamente.","Kalau ada masalah, segera panggil manajer.",문제가 생기면 바로 점장을 부를 것.,Bir sorun olursa hemen müdürü çağır.
L015,S015,55033,58600,00:00:55:01,I already have a problem.,すでに今困っている,Yo ya tengo un problema.,Eu já tenho um problema.,Aku sudah punya masalah.,나는 이미 지금 곤란한데.,Benim zaten bir sorunum var.
L016,S016,58600,60633,00:00:58:18,With what?,何に？,¿Con qué?,Com o quê?,Masalah apa?,뭐가?,Neyle ilgili?
L017,S017,60633,63500,00:01:00:19,There are too many rules.,ルールが多すぎる,Hay demasiadas reglas.,Tem regras demais.,Aturannya terlalu banyak.,규칙이 너무 많아.,Kural çok fazla.
L018,S018,63500,66433,00:01:03:15,There are only five.,まだ5つよ,Solo son cinco.,Ainda são só cinco.,Baru lima.,아직 다섯 개뿐이야.,Daha sadece beş tane.
L019,S019,66433,69200,00:01:06:13,Now go to the register.,じゃあ次はレジに入って,Ahora ve a la caja.,Agora vai para o caixa.,Sekarang masuk ke kasir.,그럼 다음은 계산대로 가.,Şimdi kasaya geç.
L020,S020,69200,74733,00:01:09:06,Don't tell me what to do. You are younger than me.,年下のくせに俺に指示をするな,No me digas qué hacer. Eres menor que yo.,Não me diga o que fazer. Você é mais nova do que eu.,Jangan suruh-suruh aku. Kamu lebih muda dariku.,나보다 어린 주제에 나한테 지시하지 마.,Bana ne yapacağımı söyleme. Benden küçüksün.
L021,S021,74733,78933,00:01:14:22,"You may be older, but you are new here.",年上でも ここでは新人よ,"Puede que seas mayor, pero aquí eres nuevo.","Você pode ser mais velho, mas aqui é novato.","Mungkin kamu lebih tua, tapi di sini kamu masih baru.",나이가 더 많아도 여기선 신입이야.,Daha yaşlı olabilirsin ama burada yenisin.
L022,S022,78933,82500,00:01:18:28,"First, take this customer's order.",まずはこのお客様の注文を取って,"Primero, toma el pedido de este cliente.","Primeiro, anote o pedido deste cliente.","Pertama, ambil pesanan pelanggan ini.",우선 이 손님의 주문부터 받아.,Önce bu müşterinin siparişini al.
L023,S023,82500,88800,00:01:22:15,Already? Real work?,いきなり本番か,¿Ya? ¿Trabajo de verdad?,Já? Trabalho de verdade?,Langsung? Kerjaan beneran?,벌써? 바로 실전이야?,Hemen mi? Gerçek iş mi?
L024,S024,88800,93267,00:01:28:24,Welcome. Are you ready to order?,いらっしゃいませ ご注文はお決まりですか,Bienvenido. ¿Ya está listo para ordenar?,Bem-vindo. Já decidiu o seu pedido?,Selamat datang. Apakah Anda sudah siap memesan?,어서 오세요. 주문하시겠습니까?,Hoş geldiniz. Sipariş vermeye hazır mısınız?
L025,S025,93267,100033,00:01:33:08,"Um, one cheeseburger. No combo, please.",えっと チーズバーガーを単品で1つください,"Eh, una hamburguesa con queso. Sin combo, por favor.","Hum, um cheeseburger. Sem combo, por favor.","Ehm, satu cheeseburger. Tanpa paket, ya.","저기요, 치즈버거 단품 하나 주세요.","Şey, bir cheeseburger. Menü olmasın, lütfen."
L026,S026,100033,101900,00:01:40:01,What?,何？,¿Qué?,O quê?,Apa?,뭐?,Ne?
L027,S027,101900,104833,00:01:41:27,"A cheeseburger, please.",チーズバーガーをください,"Una hamburguesa con queso, por favor.","Um cheeseburger, por favor.","Satu cheeseburger, tolong.",치즈버거 주세요.,"Bir cheeseburger, lütfen."
L028,S028,104833,108367,00:01:44:25,Your voice is too quiet.,声が小さい,Tu voz es demasiado baja.,Sua voz está muito baixa.,Suaramu terlalu pelan.,목소리가 너무 작아.,Sesin çok kısık.
L029,S029,108367,112367,00:01:48:11,Are you making fun of an old man?,老人をからかっているのか,¿Te estás burlando de un viejo?,Você está tirando sarro de um velho?,Apa kamu sedang mengejek orang tua?,노인을 놀리는 거냐?,Bir yaşlı adamla dalga mı geçiyorsun?
L030,S030,112367,115133,00:01:52:11,I didn't mean that.,そんなつもりはありません,No quise decir eso.,Não foi essa a minha intenção.,Saya tidak bermaksud begitu.,그럴 생각은 없었습니다.,Öyle demek istemedim.
L031,S031,115133,117900,00:01:55:04,Then speak louder.,じゃあ腹から声を出せ,Entonces habla más fuerte.,Então fala mais alto.,Kalau begitu bicara lebih keras.,그럼 배에 힘주고 더 크게 말해.,O zaman daha yüksek sesle konuş.
L032,S032,117900,122300,00:01:57:27,"One cheeseburger. No combo, please.",チーズバーガーを単品で1つください,"Una hamburguesa con queso. Sin combo, por favor.","Um cheeseburger. Sem combo, por favor.","Satu cheeseburger. Tanpa paket, ya.",치즈버거 단품 하나 주세요.,"Bir cheeseburger. Menü olmasın, lütfen."
L033,S033,122300,127133,00:02:02:09,Okay. Ten deluxe burger combos.,よし デラックスバーガーセットを10個だな,Muy bien. Diez combos de hamburguesa deluxe.,Certo. Dez combos de hambúrguer deluxe.,"Baik. Sepuluh paket burger deluxe, ya.",좋아. 디럭스 버거 세트 10개군.,Tamam. On tane deluxe burger menü.
L034,S034,127133,131500,00:02:07:04,"No. Just one cheeseburger, please.",違います 単品で1つください,"No. Solo una hamburguesa con queso, por favor.","Não. Só um cheeseburger avulso, por favor.","Bukan. Cuma satu cheeseburger saja, tolong.",아니요. 단품 하나만 주세요.,"Hayır. Sadece bir cheeseburger, lütfen."
L035,S035,131500,136033,00:02:11:15,What a sad order. Get a combo.,そんな寂しい注文があるか セットにしとけ,Qué pedido tan triste. Pide un combo.,Que pedido mais triste. Pede um combo.,Pesanan yang menyedihkan sekali. Ambil paket saja.,그렇게 쓸쓸한 주문이 어디 있어. 세트로 해.,Ne kadar üzücü bir sipariş. Menü al.
L036,S036,136033,139833,00:02:16:01,"Then one cheeseburger combo, please.",じゃあチーズバーガーセットを1つお願いします,"Entonces, un combo de hamburguesa con queso, por favor.","Então um combo de cheeseburger, por favor.","Kalau begitu satu paket cheeseburger, tolong.",그럼 치즈버거 세트 하나 주세요.,"O zaman bir cheeseburger menü alayım, lütfen."
L037,S037,139833,145000,00:02:19:25,Of course. That will be eighteen dollars.,かしこまりました 18ドルです,Claro. Serán dieciocho dólares.,Claro. Fica dezoito dólares.,Baik. Totalnya delapan belas dolar.,알겠습니다. 18달러입니다.,Tabii. Toplam on sekiz dolar.
L038,S038,145000,147667,00:02:25:00,Isn't that expensive?,高くないですか,¿No es muy caro?,Não está caro?,Bukankah itu mahal?,너무 비싸지 않나요?,Bu pahalı değil mi?
L039,S039,147667,150267,00:02:27:20,It is deluxe.,デラックスだからな,Es deluxe.,É deluxe.,Soalnya ini deluxe.,디럭스니까.,Çünkü deluxe.
L040,S040,150267,153533,00:02:30:08,"A regular combo, please.",普通のセットでお願いします,"Un combo normal, por favor.","Um combo normal, por favor.","Satu paket biasa, tolong.",보통 세트로 부탁합니다.,"Normal bir menü, lütfen."
L041,S041,153533,156200,00:02:33:16,You complain a lot.,お前は文句が多い客だな,Eres un cliente que se queja mucho.,Você é um cliente que reclama demais.,Kamu banyak sekali mengeluh sebagai pelanggan.,너는 불평이 많은 손님이구나.,Çok şikâyet eden bir müşterisin.
L042,S042,156200,160067,00:02:36:06,I am just saying normal things.,普通のことを言ってるだけです,Solo estoy diciendo cosas normales.,Eu só estou dizendo coisas normais.,Saya cuma mengatakan hal yang normal.,저는 그냥 보통 말을 하는 것뿐입니다.,Ben sadece normal şeyler söylüyorum.
L043,S043,160067,162533,00:02:40:02,Give me a tip.,チップをよこせ,Dame una propina.,Me dá uma gorjeta.,Beri aku tip.,팁 내놔.,Bana bahşiş ver.
L044,S044,162533,165867,00:02:42:16,I do not want to pay one.,払いたくありません,No quiero pagar una.,Eu não quero pagar gorjeta.,Saya tidak mau membayar tip.,내고 싶지 않습니다.,Vermek istemiyorum.
L045,S045,165867,168800,00:02:45:26,What a rude customer.,感じの悪い客だな,Qué cliente tan desagradable.,Que cliente desagradável.,Pelanggan yang tidak sopan sekali.,느낌 나쁜 손님이군.,Ne kaba bir müşteri.
L046,S046,168800,172833,00:02:48:24,"John, do not ask for tips.",ジョン チップを要求しないで,"John, no pidas propinas.","John, não peça gorjetas.","John, jangan minta tip.","존, 팁 요구하지 마.","John, bahşiş isteme."
L047,S047,172833,175267,00:02:52:25,Go make the drink.,ドリンクを作ってきて,Ve a preparar la bebida.,Vai preparar a bebida.,Pergi buat minumannya.,가서 음료 만들어 와.,Git içeceği hazırla.
L048,S048,175267,177833,00:02:55:08,Drinks are easy.,飲み物くらい簡単だ,Las bebidas son fáciles.,Bebida é fácil.,Minuman itu gampang.,음료 정도는 쉽지.,İçecekler kolay.
L049,S049,177833,182400,00:02:57:25,Put the cup down. Stop when it is full.,カップを置いて いっぱいになったら止めて,Pon el vaso. Detente cuando esté lleno.,Põe o copo. Para quando estiver cheio.,Taruh gelasnya. Hentikan saat sudah penuh.,컵을 놓고 가득 차면 멈춰.,Bardağı koy. Dolunca durdur.
L050,S050,182400,187467,00:03:02:12,Do not treat me like a child. It is just a button.,子ども扱いするな ボタンを押すだけだろ,No me trates como a un niño. Es solo presionar un botón.,Não me trate como criança. É só apertar um botão.,"Jangan perlakukan aku seperti anak kecil. Cuma tekan tombol saja, kan.",애 취급하지 마. 버튼만 누르면 되잖아.,Bana çocuk gibi davranma. Sadece düğmeye basmak değil mi?
L051,S051,187467,191300,00:03:07:14,"Um, a regular combo, please.",あの 普通のセットでお願いします,"Eh, un combo normal, por favor.","Hum, um combo normal, por favor.","Ehm, satu paket biasa, tolong.","저기, 보통 세트로 부탁합니다.","Şey, normal bir menü lütfen."
L052,S052,191300,194367,00:03:11:09,Are you still complaining?,まだ文句を言ってるのか,¿Todavía te estás quejando?,Você ainda está reclamando?,Kamu masih juga mengeluh?,아직도 불평하는 거냐?,Hâlâ mı şikâyet ediyorsun?
L053,S053,194367,198700,00:03:14:11,The manager yelled at me because of you.,お前のせいで店長に怒られた,El gerente me gritó por tu culpa.,O gerente gritou comigo por sua causa.,Manajer memarahiku gara-gara kamu.,너 때문에 점장한테 혼났어.,Senin yüzünden müdür bana bağırdı.
L054,S054,198700,202100,00:03:18:21,"John, watch the cup.",ジョン カップを見て,"John, mira el vaso.","John, olha o copo.","John, lihat gelasnya.","존, 컵 봐.","John, bardağa bak."
L055,S055,202100,206867,00:03:22:03,It is overflowing!,溢れてる！,¡Se está desbordando!,Está transbordando!,Itu meluap!,넘치고 있어!,Taşıyor!
L056,S056,206867,210667,00:03:26:26,Why does it not stop by itself?,なぜ自動で止まらないんだ,¿Por qué no se detiene solo?,Por que não para sozinho?,Kenapa tidak berhenti sendiri?,왜 자동으로 안 멈추는 거야?,Neden kendi kendine durmuyor?
L057,S057,210667,213433,00:03:30:20,You have to stop it.,あなたが止めるのよ,Tú tienes que detenerlo.,Você que tem que parar.,Kamu yang harus menghentikannya.,네가 멈춰야 하는 거야.,Senin durdurman gerekiyor.
L058,S058,213433,216400,00:03:33:13,You should have said that first!,先に言え,¡Debiste haberlo dicho antes!,Você devia ter dito isso antes!,Harusnya bilang dari awal!,그걸 먼저 말했어야지!,Bunu en başta söylemeliydin!
L059,S059,216400,221067,00:03:36:12,Do not do anything else. Put the fries in the bag.,もう余計なことはしないで ポテトを袋に入れてきて,No hagas nada más. Ve a poner las papas fritas en la bolsa.,Não faça mais nada além disso. Coloque as batatas na sacola.,Jangan lakukan apa-apa lagi. Masukkan kentangnya ke dalam kantong.,이제 쓸데없는 짓은 하지 말고 감자튀김을 봉지에 담아 와.,Başka hiçbir şey yapma. Patatesleri torbaya koy.
L060,S060,221067,228533,00:03:41:02,Leave it to me.,まかせろ,Déjamelo a mí.,Deixa comigo.,Serahkan padaku.,맡겨 둬.,Bana bırak.
L061,S061,228533,232100,00:03:48:16,Did you just eat my fries?,今 私のポテトを食べましたよね,¿Acabas de comerte mis papas fritas?,"Você acabou de comer minhas batatas, não foi?","Tadi Anda baru saja memakan kentang saya, ya?",방금 제 감자튀김 먹었죠?,Az önce patateslerimi mi yedin?
L062,S062,232100,236300,00:03:52:03,"John, did you eat the customer's fries?",ジョン お客様のポテトを食べたの？,"John, ¿te comiste las papas fritas del cliente?","John, você comeu as batatas do cliente?","John, kamu makan kentang pelanggan?","존, 손님 감자튀김 먹은 거야?","John, müşterinin patateslerini mi yedin?"
L063,S063,236300,240033,00:03:56:09,I was just checking the quality.,品質を確認していただけだ,Solo estaba revisando la calidad.,Eu só estava checando a qualidade.,Aku cuma sedang mengecek kualitasnya.,품질을 확인했을 뿐이다.,Sadece kaliteyi kontrol ediyordum.
L064,S064,240033,243467,00:04:00:01,Do not eat them without permission!,勝手に食べないで！,¡No te las comas sin permiso!,Não coma sem permissão!,Jangan dimakan tanpa izin!,마음대로 먹지 마!,İzinsiz yeme!
L065,S065,243467,248200,00:04:03:14,I am getting yelled at because of you!,お前のせいで俺が怒られている！,¡Me están gritando por tu culpa!,Estão brigando comigo por sua causa!,Aku dimarahi gara-gara kamu!,너 때문에 내가 혼나고 있잖아!,Senin yüzünden bana bağırıyorlar!
L066,S066,248200,251733,00:04:08:06,Here! Drink this!,これでも飲んでろ！,¡Toma! ¡Bebe esto!,Toma! Bebe isso!,Nih! Minum ini!,이거나 마셔!,Al! Bunu iç!
L067,S067,251733,255267,00:04:11:22,John! What are you doing!,ジョン！何してるの！,¡John! ¿Qué estás haciendo?,John! O que você está fazendo!,John! Apa yang kamu lakukan!,존! 뭐 하는 거야!,John! Ne yapıyorsun!
L068,S068,255267,259633,00:04:15:08,Manager! We have a problem!,店長！問題が起きました！,¡Gerente! ¡Tenemos un problema!,Gerente! Temos um problema!,Manajer! Ada masalah!,점장님! 문제가 생겼습니다!,Müdür! Bir problemimiz var!
L069,S069,259633,264600,00:04:19:19,The customer spilled the drink everywhere!,お客様がドリンクをぶちまけました！,¡El cliente tiró la bebida por todas partes!,O cliente derramou a bebida por todo lado!,Pelanggan menumpahkan minumannya ke mana-mana!,손님이 음료를 다 쏟았습니다!,Müşteri içeceği her yere döktü!
L070,S070,264600,267333,00:04:24:18,Go home for today!,今日はもう帰りなさい！,¡Vete a casa por hoy!,"Por hoje, pode ir para casa!",Pulang saja untuk hari ini!,오늘은 이제 집에 가!,Bugünlük eve git!
