line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L037,S037,8633,14967,00:00:08:19,"It was on the table, so I thought you did not want it.",テーブルにあったから いらんのかと思った,"Estaba en la mesa, así que pensé que no lo querías.","Estava na mesa, então achei que você não queria.","Itu ada di meja, jadi saya pikir kamu tidak menginginkannya.","탁자 위에 있길래, 네가 안 먹는 줄 알았지.","Masanın üstündeydi, ben de istemiyorsun sandım."
L038,S038,14967,19433,00:00:14:29,Do not eat other people's food without asking!,人の物を勝手に食うな！,¡No te comas la comida de los demás sin preguntar!,Não coma a comida dos outros sem perguntar!,Jangan makan makanan orang lain tanpa izin!,남의 음식은 허락 없이 먹지 마!,Başkasının yemeğini sormadan yeme!
L039,S039,19433,23300,00:00:19:13,No. Stay in bed.,だめです 寝てください,No. Quédese en la cama.,Não. Fique na cama.,Tidak. Tetap di tempat tidur.,안 돼요. 침대에 누워 계세요.,Hayır. Yatakta kal.
L040,S040,23300,28433,00:00:23:09,"If you do not want it eaten, write your name on it.",食べられたくないなら 名前でも書いておけ,"Si no quieres que se lo coman, ponle tu nombre.","Se não quer que comam, escreva seu nome nele.","Kalau tidak mau dimakan, tulis namamu di situ.",먹히기 싫으면 이름이라도 써 놔.,Yenmesini istemiyorsan üstüne adını yaz.
L041,S041,28433,32500,00:00:28:13,"Tomorrow, I will eat yours.",明日はお前のを食べてやる,Mañana me comeré el tuyo.,"Amanhã, eu vou comer o seu.","Besok, saya akan makan punyamu.",내일은 네 걸 내가 먹어 주지.,Yarın ben seninkini yiyeceğim.
L042,S042,32500,36233,00:00:32:15,"Both of you, please sleep.",お二人とも寝てください,"Los dos, por favor, duerman.","Vocês dois, por favor, durmam.","Kalian berdua, tolong tidur.",두 분 다 이제 주무세요.,İkiniz de lütfen uyuyun.
L043,S043,36233,39333,00:00:36:07,Bring me two tomorrow.,明日は二つ持ってこい,Tráeme dos mañana.,Traga dois para mim amanhã.,Bawakan saya dua besok.,내일은 두 개 가져와.,Yarın bana iki tane getir.
L044,S044,39333,42533,00:00:39:10,Bring me two too.,わしにも二つだ,Tráeme dos a mí también.,Traga dois para mim também.,Bawakan saya dua juga.,나도 두 개 줘.,Bana da iki tane getir.
L045,S045,42533,50767,00:00:42:16,Please apologize to him.,おじいさんに謝ってください,"Por favor, discúlpese con él.","Por favor, peça desculpas a ele.",Tolong minta maaf padanya.,저분께 사과하세요.,Lütfen ondan özür dile.
L046,S046,50767,173133,00:00:50:23,"Good night, then.",では おやすみなさい,"Buenas noches, entonces.","Boa noite, então.","Selamat malam, kalau begitu.","그럼, 안녕히 주무세요.",O zaman iyi geceler.
